Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-30,2.559999942779541,2.559999942779541,2.319999933242798,2.359999895095825,340400,0,0
2020-12-01,2.380000114440918,2.440000057220459,2.1600000858306885,2.190000057220459,352900,0,0
2020-12-02,2.190000057220459,2.5,2.1700000762939453,2.390000104904175,1023900,0,0
2020-12-03,2.3399999141693115,2.430000066757202,2.259999990463257,2.2799999713897705,499500,0,0
2020-12-04,2.3499999046325684,2.6500000953674316,2.319999933242798,2.6500000953674316,670500,0,0
2020-12-07,2.5899999141693115,2.700000047683716,2.5,2.559999942779541,331600,0,0
2020-12-08,2.509999990463257,2.630000114440918,2.3499999046325684,2.4000000953674316,490600,0,0
2020-12-09,2.5,2.5299999713897705,2.299999952316284,2.4200000762939453,431500,0,0
2020-12-10,2.4000000953674316,2.640000104904175,2.3399999141693115,2.640000104904175,582900,0,0
2020-12-11,2.690000057220459,2.9000000953674316,2.5299999713897705,2.8299999237060547,987600,0,0
2020-12-14,2.819999933242798,2.8299999237060547,2.509999990463257,2.549999952316284,569800,0,0
2020-12-15,2.6700000762939453,2.950000047683716,2.569999933242798,2.859999895095825,654900,0,0
2020-12-16,2.8499999046325684,2.9100000858306885,2.7200000286102295,2.869999885559082,160800,0,0
2020-12-17,2.9000000953674316,2.9000000953674316,2.680000066757202,2.7300000190734863,261700,0,0
2020-12-18,2.75,2.819999933242798,2.6700000762939453,2.700000047683716,216000,0,0
2020-12-21,2.6700000762939453,2.6700000762939453,2.5199999809265137,2.5999999046325684,259000,0,0
2020-12-22,2.569999933242798,2.609999895095825,2.4200000762939453,2.450000047683716,386200,0,0
2020-12-23,2.4600000381469727,2.740000009536743,2.4600000381469727,2.6600000858306885,401500,0,0
2020-12-24,2.6600000858306885,2.7100000381469727,2.5299999713897705,2.5999999046325684,141600,0,0
2020-12-28,2.619999885559082,2.6600000858306885,2.5199999809265137,2.5399999618530273,207800,0,0
2020-12-29,2.5199999809265137,2.5299999713897705,2.299999952316284,2.369999885559082,380700,0,0
2020-12-30,2.380000114440918,2.5299999713897705,2.3499999046325684,2.390000104904175,249400,0,0
2020-12-31,2.380000114440918,2.4100000858306885,2.259999990463257,2.2899999618530273,177300,0,0
2021-01-04,2.309999942779541,2.380000114440918,2.2300000190734863,2.3299999237060547,187800,0,0
2021-01-05,2.3299999237060547,2.619999885559082,2.309999942779541,2.509999990463257,502600,0,0
2021-01-06,2.609999895095825,2.680000066757202,2.359999895095825,2.440000057220459,346900,0,0
2021-01-07,2.4700000286102295,2.569999933242798,2.450000047683716,2.5,247000,0,0
2021-01-08,2.5299999713897705,2.5299999713897705,2.4100000858306885,2.4700000286102295,219900,0,0
2021-01-11,2.450000047683716,2.619999885559082,2.369999885559082,2.5999999046325684,330100,0,0
2021-01-12,2.5999999046325684,2.75,2.5999999046325684,2.690000057220459,327900,0,0
2021-01-13,2.7300000190734863,2.759999990463257,2.569999933242798,2.619999885559082,193200,0,0
2021-01-14,2.6500000953674316,2.7699999809265137,2.619999885559082,2.740000009536743,316300,0,0
2021-01-15,2.819999933242798,2.8299999237060547,2.5899999141693115,2.5899999141693115,502900,0,0
2021-01-19,2.680000066757202,2.7799999713897705,2.5899999141693115,2.740000009536743,298700,0,0
2021-01-20,2.7300000190734863,2.9000000953674316,2.549999952316284,2.8499999046325684,1334500,0,0
2021-01-21,2.869999885559082,2.880000114440918,2.6600000858306885,2.7200000286102295,353200,0,0
2021-01-22,2.6500000953674316,2.7300000190734863,2.640000104904175,2.690000057220459,209800,0,0
2021-01-25,2.7200000286102295,2.740000009536743,2.569999933242798,2.680000066757202,430500,0,0
2021-01-26,2.6700000762939453,2.7300000190734863,2.5999999046325684,2.6500000953674316,578600,0,0
2021-01-27,2.450000047683716,2.6600000858306885,2.4100000858306885,2.4700000286102295,478400,0,0
2021-01-28,2.450000047683716,3.5,2.4000000953674316,2.950000047683716,5365000,0,0
2021-01-29,2.9200000762939453,3.0,2.5,2.549999952316284,1252100,0,0
2021-02-01,2.7100000381469727,2.7100000381469727,2.5299999713897705,2.609999895095825,631600,0,0
2021-02-02,2.7200000286102295,2.7200000286102295,2.5399999618530273,2.609999895095825,416200,0,0
2021-02-03,2.630000114440918,2.9100000858306885,2.5899999141693115,2.740000009536743,1071900,0,0
2021-02-04,2.819999933242798,3.059999942779541,2.7100000381469727,2.9600000381469727,904800,0,0
2021-02-05,3.0399999618530273,4.179999828338623,3.009999990463257,3.7100000381469727,5057100,0,0
2021-02-08,3.630000114440918,3.869999885559082,3.5399999618530273,3.7300000190734863,1149700,0,0
2021-02-09,3.75,3.9000000953674316,3.619999885559082,3.859999895095825,586300,0,0
2021-02-10,3.9700000286102295,4.320000171661377,3.740000009536743,4.21999979019165,923500,0,0
2021-02-11,4.21999979019165,4.300000190734863,3.7699999809265137,4.010000228881836,628000,0,0
2021-02-12,4.010000228881836,4.139999866485596,3.8299999237060547,3.9700000286102295,320000,0,0
2021-02-16,4.150000095367432,4.559999942779541,4.099999904632568,4.389999866485596,937800,0,0
2021-02-17,4.449999809265137,4.489999771118164,4.159999847412109,4.369999885559082,501400,0,0
2021-02-18,4.340000152587891,4.369999885559082,3.8499999046325684,3.8499999046325684,462800,0,0
2021-02-19,3.9000000953674316,4.139999866485596,3.9000000953674316,4.010000228881836,245900,0,0
2021-02-22,3.9700000286102295,4.849999904632568,3.950000047683716,4.570000171661377,894600,0,0
2021-02-23,4.289999961853027,4.320000171661377,3.799999952316284,4.21999979019165,546400,0,0
2021-02-24,4.25,4.650000095367432,4.25,4.53000020980835,462700,0,0
2021-02-25,4.760000228881836,4.989999771118164,4.230000019073486,4.329999923706055,669500,0,0
2021-02-26,4.300000190734863,4.420000076293945,3.8299999237060547,3.869999885559082,955800,0,0
2021-03-01,4.110000133514404,4.230000019073486,3.890000104904175,3.930000066757202,318100,0,0
2021-03-02,3.930000066757202,4.070000171661377,3.7699999809265137,3.7699999809265137,264500,0,0
2021-03-03,3.859999895095825,4.380000114440918,3.819999933242798,4.269999980926514,754600,0,0
2021-03-04,4.349999904632568,4.579999923706055,3.9200000762939453,4.190000057220459,985900,0,0
2021-03-05,4.360000133514404,4.46999979019165,3.9200000762939453,4.25,503500,0,0
2021-03-08,4.360000133514404,4.360000133514404,3.799999952316284,3.8499999046325684,547100,0,0
2021-03-09,3.9600000381469727,4.099999904632568,3.819999933242798,3.940000057220459,260900,0,0
2021-03-10,3.9600000381469727,4.130000114440918,3.859999895095825,4.070000171661377,524700,0,0
2021-03-11,4.070000171661377,4.539999961853027,3.950000047683716,4.019999980926514,902700,0,0
2021-03-12,4.010000228881836,4.119999885559082,3.9100000858306885,4.070000171661377,220200,0,0
2021-03-15,4.150000095367432,4.349999904632568,4.059999942779541,4.25,378500,0,0
2021-03-16,4.210000038146973,4.289999961853027,4.0,4.110000133514404,150300,0,0
2021-03-17,4.03000020980835,4.199999809265137,3.9600000381469727,4.119999885559082,198100,0,0
2021-03-18,4.019999980926514,4.090000152587891,3.700000047683716,3.7899999618530273,404600,0,0
2021-03-19,3.799999952316284,3.9700000286102295,3.700000047683716,3.740000009536743,261300,0,0
2021-03-22,3.759999990463257,3.859999895095825,3.5999999046325684,3.75,213700,0,0
2021-03-23,3.619999885559082,3.690000057220459,3.390000104904175,3.4700000286102295,242300,0,0
2021-03-24,3.509999990463257,3.690000057220459,3.369999885559082,3.4200000762939453,249100,0,0
2021-03-25,3.2899999618530273,3.509999990463257,3.109999895095825,3.4800000190734863,287400,0,0
2021-03-26,3.5399999618530273,3.6500000953674316,3.3499999046325684,3.4600000381469727,213900,0,0
2021-03-29,3.380000114440918,3.4800000190734863,3.130000114440918,3.190000057220459,252500,0,0
2021-03-30,3.140000104904175,3.1700000762939453,3.0199999809265137,3.109999895095825,196700,0,0
2021-03-31,3.069999933242798,3.200000047683716,3.0199999809265137,3.140000104904175,165900,0,0
2021-04-01,3.1600000858306885,3.509999990463257,3.140000104904175,3.4700000286102295,241200,0,0
2021-04-05,3.4700000286102295,3.569999933242798,3.130000114440918,3.180000066757202,242400,0,0
2021-04-06,3.190000057220459,3.359999895095825,3.130000114440918,3.190000057220459,171100,0,0
2021-04-07,3.180000066757202,3.25,3.0799999237060547,3.119999885559082,107300,0,0
2021-04-08,3.119999885559082,3.119999885559082,2.930000066757202,3.0199999809265137,158700,0,0
2021-04-09,3.009999990463257,3.059999942779541,2.869999885559082,2.9700000286102295,116800,0,0
2021-04-12,3.0299999713897705,3.059999942779541,2.7799999713897705,2.8299999237060547,147600,0,0
2021-04-13,2.759999990463257,2.7799999713897705,2.630000114440918,2.640000104904175,227400,0,0
2021-04-14,2.700000047683716,2.9000000953674316,2.690000057220459,2.7799999713897705,201200,0,0
2021-04-15,2.869999885559082,2.869999885559082,2.5299999713897705,2.5999999046325684,323200,0,0
2021-04-16,2.569999933242798,2.609999895095825,2.430000066757202,2.4700000286102295,179700,0,0
2021-04-19,2.4600000381469727,2.549999952316284,2.3499999046325684,2.509999990463257,223000,0,0
2021-04-20,2.509999990463257,2.5799999237060547,2.2200000286102295,2.390000104904175,282100,0,0
2021-04-21,2.4000000953674316,2.5,2.299999952316284,2.4700000286102295,61800,0,0
2021-04-22,2.490000009536743,2.490000009536743,2.359999895095825,2.4000000953674316,167900,0,0
2021-04-23,2.2899999618530273,2.4200000762939453,2.049999952316284,2.049999952316284,643800,0,0
2021-04-26,2.049999952316284,2.25,2.0399999618530273,2.180000066757202,404600,0,0
2021-04-27,2.180000066757202,2.25,2.119999885559082,2.2200000286102295,160300,0,0
2021-04-28,2.240000009536743,2.440000057220459,2.2200000286102295,2.3399999141693115,445100,0,0
2021-04-29,2.4200000762939453,2.450000047683716,2.180000066757202,2.200000047683716,456300,0,0
2021-04-30,2.1500000953674316,2.240000009536743,2.0199999809265137,2.049999952316284,478200,0,0
2021-05-03,2.069999933242798,2.119999885559082,1.8700000047683716,1.9900000095367432,839800,0,0
2021-05-04,1.9600000381469727,2.0299999713897705,1.8799999952316284,1.9900000095367432,334800,0,0
2021-05-05,2.0399999618530273,2.2300000190734863,1.9600000381469727,2.049999952316284,536300,0,0
2021-05-06,2.0899999141693115,2.1600000858306885,1.850000023841858,1.9299999475479126,529300,0,0
2021-05-07,1.8899999856948853,1.9900000095367432,1.8799999952316284,1.9600000381469727,231100,0,0
2021-05-10,2.0299999713897705,2.0799999237060547,1.8799999952316284,1.940000057220459,487500,0,0
2021-05-11,1.940000057220459,2.0,1.8600000143051147,1.9900000095367432,194600,0,0
2021-05-12,2.0,2.3399999141693115,1.9900000095367432,2.119999885559082,1134800,0,0
2021-05-13,2.0999999046325684,2.180000066757202,1.899999976158142,2.0199999809265137,459700,0,0
2021-05-14,2.0799999237060547,2.140000104904175,2.0199999809265137,2.0799999237060547,254200,0,0
2021-05-17,2.0299999713897705,2.2699999809265137,1.9800000190734863,2.2300000190734863,667700,0,0
2021-05-18,2.259999990463257,2.259999990463257,2.0999999046325684,2.1600000858306885,320700,0,0
