Date,Close,Volume
2020-10-27,71.83000183105469,2438200
2020-10-28,69.01000213623047,4421100
2020-10-29,72.19000244140625,3936700
2020-10-30,72.43000030517578,3303900
2020-11-02,75.8499984741211,3955100
2020-11-03,74.56999969482422,3082800
2020-11-04,76.12000274658203,4412300
2020-11-05,80.12999725341797,5303100
2020-11-06,80.06999969482422,3461900
2020-11-09,102.23999786376952,18916800
2020-11-10,96.66000366210938,5302700
2020-11-11,91.70999908447266,5046800
2020-11-12,86.66999816894531,7160600
2020-11-13,92.19000244140624,4172000
2020-11-16,94.73999786376952,4496000
2020-11-17,94.2300033569336,2500500
2020-11-18,95.63999938964844,3339200
2020-11-19,98.75,2764400
2020-11-20,95.29000091552734,3589000
2020-11-23,95.4800033569336,3332600
2020-11-24,102.76000213623048,4229700
2020-11-25,100.4000015258789,2225700
2020-11-27,101.22000122070312,1419600
2020-11-30,100.5,3071400
2020-12-01,102.36000061035156,2816000
2020-12-02,105.12999725341795,2956500
2020-12-03,108.48999786376952,3167800
2020-12-04,113.5,2997700
2020-12-07,111.31999969482422,3736500
2020-12-08,111.30999755859376,2846100
2020-12-09,111.16000366210938,2159200
2020-12-10,112.87999725341795,1840700
2020-12-11,110.9800033569336,2162900
2020-12-14,107.54000091552734,2856100
2020-12-15,114.0999984741211,3196300
2020-12-16,115.2300033569336,2319500
2020-12-17,114.80999755859376,2046300
2020-12-18,115.93000030517578,3196300
2020-12-21,112.54000091552734,3809700
2020-12-22,112.61000061035156,1637000
2020-12-23,115.3000030517578,1998000
2020-12-24,114.38999938964844,850900
2020-12-28,115.47000122070312,1912000
2020-12-29,114.30999755859376,1262500
2020-12-30,113.4000015258789,2087100
2020-12-31,112.83000183105469,2103400
2021-01-04,106.9000015258789,3596800
2021-01-05,110.19000244140624,1814600
2021-01-06,110.8499984741211,2433700
2021-01-07,109.75,3846700
2021-01-08,109.02999877929688,2812400
2021-01-11,108.02999877929688,2525200
2021-01-12,110.0,2104800
2021-01-13,107.9000015258789,2775300
2021-01-14,109.0,2643700
2021-01-15,106.2300033569336,2836300
2021-01-19,107.16999816894531,3576900
2021-01-20,110.06999969482422,4020500
2021-01-21,109.16000366210938,2101900
2021-01-22,107.4499969482422,5038400
2021-01-25,108.05999755859376,3289100
2021-01-26,105.91000366210938,2056800
2021-01-27,100.8000030517578,3433800
2021-01-28,102.0500030517578,2980100
2021-01-29,99.52999877929688,2251900
2021-02-01,101.76000213623048,1770800
2021-02-02,106.0999984741211,2442500
2021-02-03,108.41999816894531,2161100
2021-02-04,108.69000244140624,2378400
2021-02-05,116.98999786376952,5400800
2021-02-08,117.41000366210938,2797300
2021-02-09,113.37999725341795,5642500
2021-02-10,116.44000244140624,6098600
2021-02-11,114.58000183105469,2806500
2021-02-12,117.8499984741211,2124600
2021-02-16,121.41999816894531,3785200
2021-02-17,122.16999816894531,2296000
2021-02-18,119.87000274658205,2042200
2021-02-19,123.66000366210938,2371700
2021-02-22,126.75,4363100
2021-02-23,136.47999572753906,7016000
2021-02-24,134.21000671386722,3286800
2021-02-25,128.66000366210938,2753400
2021-02-26,131.72999572753906,2251500
2021-03-01,131.78999328613278,1934600
2021-03-02,133.0,1428800
2021-03-03,135.6199951171875,3572700
2021-03-04,132.88999938964844,3407500
2021-03-05,133.32000732421878,3350700
2021-03-08,133.74000549316406,1987000
2021-03-09,134.0,1438200
2021-03-10,134.83999633789062,1554900
2021-03-11,137.91999816894528,3151900
2021-03-12,137.05000305175778,2020000
2021-03-15,139.80000305175778,3377800
2021-03-16,137.57000732421878,2129800
2021-03-17,140.0,1407000
2021-03-18,135.64999389648438,2015000
2021-03-19,135.47999572753906,2797300
2021-03-22,132.8699951171875,1703300
2021-03-23,125.1500015258789,3297400
2021-03-24,125.18000030517578,2154900
2021-03-25,128.10000610351562,2121000
2021-03-26,127.43000030517578,1691000
2021-03-29,123.5,1772600
2021-03-30,125.4499969482422,1517900
2021-03-31,125.37000274658205,1582500
2021-04-01,128.10000610351562,2213800
2021-04-05,131.07000732421878,2729300
2021-04-06,136.3699951171875,3851500
2021-04-07,132.67999267578122,2708800
2021-04-08,133.49000549316406,2925600
2021-04-09,131.38999938964844,1698700
2021-04-12,129.94000244140622,1480700
2021-04-13,129.82000732421878,1941600
2021-04-14,129.05000305175778,2409700
2021-04-15,127.91999816894531,1394100
2021-04-16,127.27999877929688,1296100
2021-04-19,126.27999877929688,1377300
2021-04-20,121.63999938964844,2812600
2021-04-21,125.98999786376952,1926200
2021-04-22,124.37999725341795,2300100
2021-04-23,124.1500015258789,2618400
2021-04-26,125.0,2087100
2021-04-27,127.75,1567600
2021-04-28,130.27000427246094,2103400
2021-04-29,129.02999877929688,2617700
2021-04-30,128.39999389648438,1275100
2021-05-03,128.86000061035156,1494100
2021-05-04,124.3499984741211,4818700
2021-05-05,127.80999755859376,2342500
2021-05-06,122.77999877929688,2885200
2021-05-07,126.29000091552734,1654900
2021-05-10,125.7300033569336,2571600
2021-05-11,125.0,3799300
