Date,Open,High,Low,Close,Adj Close,Volume
2020-10-27,59.59000015258789,59.59000015258789,58.349998474121094,59.0,59.0,1700
2020-10-28,58.959999084472656,58.959999084472656,57.0,57.5,57.5,5500
2020-10-29,57.5,57.5,57.380001068115234,57.5,57.5,1200
2020-10-30,58.4900016784668,58.9900016784668,56.0099983215332,57.0,57.0,2900
2020-11-02,57.0,58.20000076293945,56.04999923706055,57.0,57.0,6500
2020-11-03,57.599998474121094,60.9900016784668,57.599998474121094,59.5,59.5,10300
2020-11-04,60.0,61.900001525878906,56.0099983215332,59.9900016784668,59.9900016784668,6000
2020-11-05,65.0,67.0,61.9900016784668,66.5,66.5,50200
2020-11-06,66.5,68.9000015258789,66.01000213623047,66.01000213623047,66.01000213623047,22100
2020-11-09,67.5,74.0,66.63999938964844,67.05999755859375,67.05999755859375,19800
2020-11-10,72.0,78.9000015258789,70.25,72.94999694824219,72.94999694824219,57600
2020-11-11,74.0,74.0,69.5,70.05000305175781,70.05000305175781,39300
2020-11-12,72.0,74.0,71.0,72.0,72.0,17300
2020-11-13,73.19999694824219,73.80000305175781,72.0,72.0,72.0,7800
2020-11-16,80.0,80.0,74.0,75.0999984741211,75.0999984741211,22400
2020-11-17,77.98999786376953,78.0,76.0,76.27999877929688,76.27999877929688,29400
2020-11-18,77.0,78.0,76.19000244140625,78.0,78.0,18100
2020-11-19,77.95999908447266,77.95999908447266,77.0,77.0,77.0,4500
2020-11-20,76.51300048828125,78.0,75.55000305175781,75.5999984741211,75.5999984741211,4700
2020-11-23,76.5,78.0,76.41999816894531,76.41999816894531,76.41999816894531,6100
2020-11-24,77.25,79.0,76.75,76.75,76.75,10500
2020-11-25,78.97000122070312,79.0,75.57499694824219,75.5999984741211,75.5999984741211,12600
2020-11-27,75.55000305175781,76.5,74.44999694824219,74.44999694824219,74.44999694824219,6700
2020-11-30,74.29000091552734,74.5,71.45999908447266,72.5,72.5,14600
2020-12-01,72.5,72.5,70.19999694824219,71.80000305175781,71.80000305175781,20700
2020-12-02,72.25,72.25,71.80000305175781,71.9000015258789,71.9000015258789,25700
2020-12-03,72.0,73.0,71.0,72.51000213623047,72.51000213623047,44700
2020-12-04,73.1500015258789,78.5,73.0,78.5,78.5,48900
2020-12-07,80.0,80.0,78.11000061035156,78.51000213623047,78.51000213623047,15500
2020-12-08,78.0999984741211,81.5,78.0999984741211,81.0,81.0,25400
2020-12-09,79.55999755859375,83.0,79.55000305175781,79.55000305175781,79.55000305175781,10700
2020-12-10,82.30000305175781,83.05000305175781,81.30000305175781,83.0,83.0,14000
2020-12-11,83.05000305175781,85.0,83.0,84.79000091552734,84.79000091552734,24000
2020-12-14,85.0,87.0,85.0,86.48999786376953,86.48999786376953,10100
2020-12-15,88.0,90.0,83.01000213623047,86.5,86.5,12800
2020-12-16,83.98999786376953,87.0,81.04000091552734,84.69999694824219,84.69999694824219,8600
2020-12-17,85.18000030517578,85.18000030517578,80.22000122070312,84.4000015258789,84.4000015258789,4200
2020-12-18,84.69000244140625,85.0,80.19999694824219,84.4000015258789,84.4000015258789,3300
2020-12-21,83.0,83.97000122070312,80.26000213623047,81.5,81.5,14700
2020-12-22,82.0,91.0,81.0,86.5,86.5,21800
2020-12-23,88.0,94.0,88.0,91.4000015258789,91.4000015258789,18900
2020-12-24,91.0,93.5,89.0,92.0,92.0,9400
2020-12-28,93.5999984741211,95.0,90.0,92.0,92.0,13500
2020-12-29,92.32499694824219,92.44999694824219,90.19999694824219,91.0,91.0,4200
2020-12-30,90.08000183105469,92.75,90.0,91.0999984741211,91.0999984741211,10400
2020-12-31,92.01000213623047,94.0,90.63999938964844,94.0,94.0,14100
2021-01-04,95.0,95.0,88.18000030517578,91.77999877929688,91.77999877929688,15000
2021-01-05,94.0,94.0,92.0,93.0,93.0,16400
2021-01-06,93.5,94.5,92.0,92.0,92.0,9400
2021-01-07,94.5,94.5,90.12000274658203,93.0,93.0,33400
2021-01-08,90.29000091552734,90.94000244140625,88.0,88.98999786376953,88.98999786376953,15200
2021-01-11,89.0,89.6500015258789,85.0,87.08999633789062,87.08999633789062,15100
2021-01-12,87.30000305175781,87.70999908447266,84.08000183105469,85.75,85.75,19300
2021-01-13,86.0,86.20999908447266,83.75,84.0,84.0,65100
2021-01-14,89.95999908447266,89.95999908447266,80.0999984741211,82.0,82.0,77100
2021-01-15,82.1500015258789,89.7300033569336,82.1500015258789,88.677001953125,88.677001953125,8100
2021-01-19,90.88999938964844,95.0,89.98999786376953,92.30000305175781,92.30000305175781,23500
2021-01-20,93.0,94.0,91.51000213623047,92.5,92.5,14700
2021-01-21,93.0,93.0,91.0,91.0,91.0,18400
2021-01-22,91.0,91.0,88.55999755859375,91.0,91.0,5600
2021-01-25,88.5,91.0,88.19999694824219,88.25,88.25,12400
2021-01-26,89.5,94.0,88.33000183105469,90.0,90.0,18800
2021-01-27,89.0,91.0,88.25,90.0,90.0,60600
2021-01-28,86.5199966430664,90.0,86.5199966430664,89.91999816894531,89.91999816894531,161600
2021-01-29,89.91999816894531,94.48999786376953,88.4000015258789,88.87999725341797,88.87999725341797,5900
2021-02-01,90.5,90.5,85.9000015258789,88.75,88.75,10700
2021-02-02,89.0,94.0,88.9000015258789,93.0,93.0,11200
2021-02-03,93.0,103.5,93.0,100.0,100.0,13900
2021-02-04,99.0,103.5,93.0,97.75,97.75,19900
2021-02-05,100.0,101.0,97.0,98.7750015258789,98.7750015258789,10500
2021-02-08,99.51000213623047,107.0,99.5,103.0,103.0,24400
2021-02-09,103.98999786376953,105.0,103.5,105.0,105.0,8300
2021-02-10,105.0,105.0,100.20999908447266,104.4000015258789,104.4000015258789,14000
2021-02-11,104.19999694824219,106.0,104.19999694824219,104.5,104.5,3500
2021-02-12,102.8499984741211,106.0,100.16999816894531,106.0,106.0,5800
2021-02-16,102.6500015258789,106.80000305175781,100.44999694824219,103.0,103.0,10400
2021-02-17,104.68000030517578,106.0,103.05000305175781,105.5,105.5,6000
2021-02-18,103.0,104.93000030517578,100.62999725341797,102.0,102.0,4300
2021-02-19,103.8499984741211,106.0,103.0,106.0,106.0,14800
2021-02-22,103.75499725341797,115.0,103.75499725341797,108.0,108.0,19000
2021-02-23,106.06999969482422,106.06999969482422,90.1500015258789,104.0,104.0,25400
2021-02-24,108.0,110.0,104.0,104.81999969482422,104.81999969482422,4900
2021-02-25,107.5,110.0,100.0999984741211,103.0,103.0,13200
2021-02-26,104.30000305175781,105.08999633789062,100.52999877929688,100.52999877929688,100.52999877929688,16200
2021-03-01,104.0199966430664,114.98999786376953,104.0199966430664,112.01000213623047,112.01000213623047,40500
2021-03-02,115.0,118.97000122070312,110.0,117.0,117.0,70900
2021-03-03,116.95999908447266,116.95999908447266,111.0,113.0,113.0,23100
2021-03-04,110.0,110.0,99.39600372314453,102.0,102.0,16500
2021-03-05,100.5,104.80000305175781,84.02999877929688,97.0199966430664,97.0199966430664,94200
2021-03-08,95.56600189208984,104.9000015258789,93.87999725341797,93.87999725341797,93.87999725341797,15100
2021-03-09,101.0,103.5,100.0,103.5,103.5,6100
2021-03-10,104.0,108.0,104.0,106.69999694824219,106.69999694824219,10500
2021-03-11,108.0,108.94999694824219,102.30000305175781,107.0,107.0,12800
2021-03-12,107.25,108.31999969482422,106.69999694824219,107.0,107.0,6500
2021-03-15,107.0,109.0,100.5,100.5,100.5,18200
2021-03-16,101.5,102.52999877929688,100.0,102.52999877929688,102.52999877929688,1900
2021-03-17,102.61000061035156,106.80000305175781,102.0,106.0,106.0,5600
2021-03-18,106.5,106.5,104.0,104.0,104.0,1200
2021-03-19,106.0,109.75,106.0,109.01000213623047,109.01000213623047,27200
2021-03-22,110.0,110.0,102.70999908447266,105.0,105.0,16600
2021-03-23,105.02999877929688,111.98999786376953,105.02999877929688,109.0,109.0,15800
2021-03-24,110.0,114.0,109.0,111.5,111.5,5300
2021-03-25,113.5,114.11000061035156,110.0,112.55000305175781,112.55000305175781,8900
2021-03-26,113.0,113.0,110.0,112.25,112.25,8800
2021-03-29,111.125,112.75,109.0,110.0,110.0,7100
2021-03-30,111.125,111.125,108.0,108.0,108.0,8800
2021-03-31,107.5,109.0,107.0,107.5,107.5,18200
2021-04-01,107.9800033569336,111.9000015258789,107.0,107.25,107.25,25000
2021-04-05,107.55000305175781,107.94999694824219,107.0,107.0999984741211,107.0999984741211,21000
2021-04-06,107.5,108.0,106.0,108.0,108.0,13700
2021-04-07,107.55000305175781,109.2750015258789,107.55000305175781,109.0,109.0,14700
2021-04-08,109.25,109.5,109.0,109.0,109.0,5000
2021-04-09,108.5,114.0,107.30999755859375,109.0,109.0,4100
2021-04-12,110.0,110.0,107.76000213623047,108.0,108.0,7800
2021-04-13,108.25,108.4000015258789,107.5999984741211,108.24400329589844,108.24400329589844,5700
2021-04-14,108.4000015258789,111.19999694824219,108.4000015258789,110.0,110.0,5900
2021-04-15,110.0,111.0,109.0,109.5,109.5,5200
2021-04-16,110.0,110.75,109.01000213623047,109.9000015258789,109.9000015258789,6500
2021-04-19,110.0,110.5,109.5,110.0,110.0,21000
2021-04-20,109.93000030517578,110.0,106.19000244140625,106.875,106.875,6700
2021-04-21,106.87999725341797,109.98999786376953,105.19999694824219,107.0,107.0,5800
2021-04-22,109.94999694824219,111.9000015258789,108.62000274658203,110.0,110.0,9500
2021-04-23,110.5,112.0,110.5,111.0,111.0,7400
2021-04-26,111.0,114.8499984741211,111.0,113.0,113.0,17700
2021-04-27,113.19999694824219,113.30000305175781,112.91000366210938,112.91000366210938,112.91000366210938,7700
2021-04-28,113.0,114.25,113.0,113.5,113.5,6800
2021-04-29,113.6500015258789,114.5,113.25,113.75,113.75,14000
2021-04-30,113.4800033569336,114.5,113.0,113.25,113.25,6200
2021-05-03,114.0,116.0,108.0,112.0,112.0,15500
2021-05-04,113.52999877929688,115.5,108.30000305175781,115.0,115.0,13200
2021-05-05,114.75,114.75,112.75,114.5,114.5,5100
2021-05-06,112.75,113.5,112.4000015258789,113.5,113.5,2200
2021-05-07,113.9000015258789,114.5,112.0,112.0,112.0,4700
2021-05-10,109.30000305175781,112.0,104.77999877929688,105.83000183105469,105.83000183105469,10800
2021-05-11,100.19999694824219,108.38999938964844,96.02999877929688,108.25,108.25,27900
2021-05-12,109.0,111.0,105.5,105.5250015258789,105.5250015258789,13800
2021-05-13,105.58000183105469,110.0,100.25,102.0,102.0,15900
2021-05-14,106.0,108.95999908447266,102.5999984741211,102.5999984741211,102.5999984741211,8100
2021-05-17,107.0,107.0,103.0199966430664,105.01000213623047,105.01000213623047,4000
2021-05-18,105.19999694824219,108.9800033569336,105.0,105.0,105.0,11900
2021-05-19,106.0,106.80000305175781,104.625,106.80000305175781,106.80000305175781,6300
2021-05-20,107.0,109.8499984741211,106.31999969482422,106.31999969482422,106.31999969482422,3700
2021-05-21,110.0,114.0,108.1259994506836,110.0,110.0,7200
2021-05-24,116.0,116.0,108.0,110.25,110.25,11600
