Date,Open,High,Low,Close,Adj Close,Volume
2020-10-27,9.899999618530273,9.899999618530273,9.710000038146973,9.710000038146973,9.710000038146973,600
2020-10-28,9.600000381469727,9.760000228881836,9.579999923706055,9.65999984741211,9.65999984741211,2300
2020-10-29,9.640000343322754,9.640000343322754,9.380000114440918,9.420000076293945,9.420000076293945,5600
2020-10-30,9.460000038146973,9.569999694824219,9.140000343322754,9.140000343322754,9.140000343322754,2500
2020-11-02,9.550000190734863,9.550000190734863,9.399999618530273,9.550000190734863,9.550000190734863,6300
2020-11-03,9.75,10.050000190734863,9.75,10.050000190734863,10.050000190734863,195800
2020-11-04,10.0,10.199999809265137,10.0,10.050000190734863,10.050000190734863,5300
2020-11-05,10.079999923706055,10.149999618530273,10.010000228881836,10.010000228881836,10.010000228881836,1300
2020-11-06,10.100000381469727,10.170000076293945,10.0,10.0,10.0,4500
2020-11-09,10.489999771118164,10.489999771118164,9.989999771118164,10.0,10.0,7400
2020-11-10,9.619999885559082,9.800000190734863,9.619999885559082,9.649999618530273,9.649999618530273,2800
2020-11-11,9.829999923706055,10.050000190734863,8.90999984741211,10.050000190734863,10.050000190734863,6600
2020-11-12,10.0,10.029999732971191,10.0,10.029999732971191,10.029999732971191,4200
2020-11-13,10.0,10.039999961853027,10.0,10.029999732971191,10.029999732971191,2700
2020-11-16,10.069999694824219,10.069999694824219,10.0,10.0,10.0,10300
2020-11-17,10.0,10.100000381469727,10.0,10.100000381469727,10.100000381469727,4400
2020-11-18,10.15999984741211,10.15999984741211,9.960000038146973,10.0600004196167,10.0600004196167,2000
2020-11-19,10.0600004196167,10.069999694824219,9.9399995803833,9.9399995803833,9.9399995803833,1600
2020-11-20,10.170000076293945,10.170000076293945,9.899999618530273,9.899999618530273,9.899999618530273,2700
2020-11-23,9.90999984741211,9.90999984741211,9.899999618530273,9.899999618530273,9.899999618530273,600
2020-11-24,10.0,10.180000305175781,10.0,10.0,10.0,2800
2020-11-25,10.0,10.0,10.0,10.0,10.0,3100
2020-11-27,10.069999694824219,10.130000114440918,10.0600004196167,10.0600004196167,10.0600004196167,2800
2020-11-30,10.130000114440918,10.399999618530273,10.130000114440918,10.270000457763672,10.270000457763672,13200
2020-12-01,10.0,10.329999923706055,10.0,10.329999923706055,10.329999923706055,3400
2020-12-02,10.069999694824219,10.069999694824219,10.0,10.039999961853027,10.039999961853027,3500
2020-12-03,10.039999961853027,10.15999984741211,10.0,10.050000190734863,10.050000190734863,3600
2020-12-04,10.289999961853027,10.359999656677246,10.199999809265137,10.329999923706055,10.329999923706055,5700
2020-12-07,10.180000305175781,10.180000305175781,10.109999656677246,10.109999656677246,10.109999656677246,700
2020-12-08,10.25,10.359999656677246,10.25,10.329999923706055,10.329999923706055,39900
2020-12-09,10.109999656677246,10.119999885559082,10.0,10.0,10.0,7500
2020-12-10,10.15999984741211,10.279999732971191,10.100000381469727,10.100000381469727,10.100000381469727,14100
2020-12-11,10.9399995803833,11.390000343322754,10.470000267028809,10.800000190734863,10.800000190734863,50800
2020-12-14,11.100000381469727,11.100000381469727,10.739999771118164,10.779999732971191,10.779999732971191,14300
2020-12-15,10.829999923706055,10.859999656677246,10.350000381469727,10.359999656677246,10.359999656677246,6000
2020-12-16,10.5,10.899999618530273,10.5,10.699999809265137,10.699999809265137,3200
2020-12-17,10.710000038146973,10.920000076293945,10.489999771118164,10.6899995803833,10.6899995803833,6900
2020-12-18,10.739999771118164,10.75,10.199999809265137,10.300000190734863,10.300000190734863,19200
2020-12-21,10.210000038146973,10.789999961853027,10.210000038146973,10.550000190734863,10.550000190734863,10400
2020-12-22,10.850000381469727,10.949999809265137,10.5600004196167,10.930000305175781,10.930000305175781,10100
2020-12-23,10.899999618530273,10.979999542236328,10.630000114440918,10.630000114440918,10.630000114440918,14500
2020-12-24,10.800000190734863,10.800000190734863,10.510000228881836,10.569999694824219,10.569999694824219,5300
2020-12-28,10.75,11.0,10.609999656677246,10.609999656677246,10.609999656677246,4300
2020-12-29,10.800000190734863,10.90999984741211,10.800000190734863,10.8100004196167,10.8100004196167,1200
2020-12-30,10.800000190734863,10.9399995803833,10.800000190734863,10.9399995803833,10.9399995803833,2000
2020-12-31,10.979999542236328,10.989999771118164,10.899999618530273,10.989999771118164,10.989999771118164,23300
2021-01-04,10.9399995803833,10.9399995803833,10.479999542236328,10.479999542236328,10.479999542236328,5500
2021-01-05,10.420000076293945,10.979999542236328,10.420000076293945,10.800000190734863,10.800000190734863,3200
2021-01-06,10.609999656677246,10.960000038146973,10.609999656677246,10.699999809265137,10.699999809265137,2300
2021-01-07,10.9399995803833,11.380000114440918,10.899999618530273,11.039999961853027,11.039999961853027,14900
2021-01-08,10.6899995803833,11.199999809265137,10.6899995803833,11.029999732971191,11.029999732971191,7700
2021-01-11,10.960000038146973,11.199999809265137,10.960000038146973,11.199999809265137,11.199999809265137,7500
2021-01-12,11.1899995803833,11.3100004196167,11.020000457763672,11.020000457763672,11.020000457763672,41200
2021-01-13,10.770000457763672,11.359999656677246,10.770000457763672,11.010000228881836,11.010000228881836,24400
2021-01-14,11.289999961853027,11.319999694824219,11.170000076293945,11.199999809265137,11.199999809265137,35300
2021-01-15,11.359999656677246,11.359999656677246,11.15999984741211,11.260000228881836,11.260000228881836,8500
2021-01-19,11.319999694824219,11.380000114440918,11.199999809265137,11.199999809265137,11.199999809265137,23600
2021-01-20,11.199999809265137,11.430000305175781,10.59000015258789,10.59000015258789,10.59000015258789,8900
2021-01-21,10.460000038146973,11.0,10.460000038146973,10.5600004196167,10.5600004196167,3500
2021-01-22,10.489999771118164,10.850000381469727,10.489999771118164,10.850000381469727,10.850000381469727,3200
2021-01-25,10.979999542236328,11.09000015258789,10.550000190734863,10.84000015258789,10.84000015258789,4900
2021-01-26,10.880000114440918,11.180000305175781,10.829999923706055,10.90999984741211,10.90999984741211,5900
2021-01-27,11.079999923706055,11.180000305175781,11.0,11.130000114440918,11.130000114440918,4100
