Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-30,18.87843226267983,18.893335681704016,18.118327570128805,18.168006896972656,417800,0.0,0.0
2020-12-01,18.4313103117462,18.50583119542327,17.93450947428517,18.39156723022461,181600,0.0,0.0
2020-12-02,18.197814445848337,18.928110357678335,17.80037417152849,18.575382232666016,290800,0.0,0.0
2020-12-03,18.664806556285683,19.21128669731449,18.247493793904603,18.793975830078125,316800,0.0,0.0
2020-12-04,19.017535037350264,19.35535975107735,18.53067045465999,19.052310943603516,194200,0.0,0.0
2020-12-07,19.057280448338673,19.375232681426088,18.729391971074175,18.828752517700195,291400,0.0,0.0
2020-12-08,18.724422565849633,19.355359846201186,18.480991220880504,19.11689567565918,257600,0.0,0.0
2020-12-09,19.330519392408927,19.847192688337028,18.789006435072583,19.08211898803711,218400,0.0,0.0
2020-12-10,18.888366248023846,19.042375175052026,18.01896486622318,18.08354949951172,280600,0.0,0.0
2020-12-11,17.934508685971814,18.446214814763035,17.835150038962766,18.028902053833008,184400,0.0,0.0
2020-12-14,18.23755601460435,18.326980305810004,17.566875725706502,17.651330947875977,321000,0.0,0.0
2020-12-15,17.845082459390063,18.376661018204015,17.641394222798453,18.292203903198242,156200,0.0,0.0
2020-12-16,18.36672746599431,18.56047948831141,17.96431810762009,18.21768569946289,124600,0.0,0.0
2020-12-17,18.32698276697395,18.451182977533698,17.879863146045725,18.411439895629883,181600,0.0,0.0
2020-12-18,18.53563946575697,19.027471221299006,17.999093665007745,18.068645477294922,414400,0.0,0.0
2020-12-21,17.676172728250464,18.84862098151876,17.606619026868604,18.59028434753418,165000,0.0,0.0
2020-12-22,18.67970952079649,18.67970952079649,18.143165636559946,18.580350875854492,156800,0.0,0.0
2020-12-23,18.644934346353956,19.375232165180144,18.396533933979853,19.20631980895996,175200,0.0,0.0
2020-12-24,19.23115912762108,19.42988021202829,19.08708643618309,19.27587127685547,150200,0.0,0.0
2020-12-28,19.51433592925722,20.21482502135729,19.295744247056444,20.145273208618164,459400,0.0,0.0
2020-12-29,20.19495357896662,20.50793672312598,19.792544242718566,20.37380027770996,542600,0.0,0.0
2020-12-30,20.41851323890096,20.835826009535108,19.186447414920327,19.270904541015625,280400,0.0,0.0
2020-12-31,19.26593573815461,19.80744872307889,18.605191614338526,19.464656829833984,186400,0.0,0.0
2021-01-04,19.65840898672127,19.65840898672127,17.92457512526337,18.39156723022461,337200,0.0,0.0
2021-01-05,18.24252754502912,19.534208977611588,18.24252754502912,19.176511764526367,257600,0.0,0.0
2021-01-06,19.539176600852525,20.721561154096026,19.539176600852525,20.527809143066406,262200,0.0,0.0
2021-01-07,20.647042754267474,20.835825701297576,19.186447131083096,20.214824676513672,244200,0.0,0.0
2021-01-08,20.334322121344645,20.334322121344645,19.338517907565468,19.950937271118164,201600,0.045,0.0
2021-01-11,19.662154671864148,21.03636362566276,19.662154671864148,20.97661590576172,228400,0.0,0.0
2021-01-12,20.91188794007947,22.01225111155972,20.603189173733206,21.429706573486328,199200,0.0,0.0
2021-01-13,21.175777541492632,21.404813970856598,20.707750210671552,20.94674301147461,216200,0.0,0.0
2021-01-14,21.02640697767469,22.007274793493433,21.02640697767469,21.61890983581543,140200,0.0,0.0
2021-01-15,21.081174782145673,21.5691186074138,20.77745420024457,21.265398025512695,190800,0.0,0.0
2021-01-19,21.544225959481928,21.897736025233723,20.742603205209587,20.956701278686523,172200,0.0,0.0
2021-01-20,20.95669938201472,21.340084225418547,20.672895338085848,20.931804656982422,94000,0.0,0.0
2021-01-21,20.886995389515892,21.59899560973043,20.697792042355385,20.7276668548584,123600,0.0,0.0
2021-01-22,20.48867212512288,20.901929879462326,20.23474099110416,20.842182159423828,176400,0.0,0.0
2021-01-25,20.493650276287056,21.733427335933346,20.493650276287056,20.941762924194336,177400,0.0,0.0
2021-01-26,21.280336296686993,21.718488771124775,20.772475933758614,21.49443244934082,433800,0.0,0.0
2021-01-27,20.986575215112932,23.142490417056212,20.31938629524344,23.072784423828125,619200,0.0,0.0
