Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,ADFFOODS,EQ,269.65,270.0,273.45,266.55,270.85,270.1,269.92,19989,539548240000.0001,1123.0,8145,0.4075
2019-01-02,ADFFOODS,EQ,270.1,270.7,274.5,267.2,269.0,269.55,270.51,21749,588324035000.0,1022.0,7710,0.35450000000000004
2019-01-03,ADFFOODS,EQ,269.55,268.0,271.9,266.1,267.5,268.0,268.99,31430,845435505000.0001,2244.0,5635,0.1793
2019-01-04,ADFFOODS,EQ,268.0,273.3,273.3,263.0,263.25,264.4,266.35,25595,681718645000.0,1361.0,9084,0.35490000000000005
2019-01-07,ADFFOODS,EQ,264.4,269.65,269.65,262.5,263.0,263.7,264.39,17280,456861180000.0,901.0,7688,0.4449
2019-01-08,ADFFOODS,EQ,263.7,265.0,267.0,260.5,264.0,265.65,264.71,16317,431927625000.0,725.0,9940,0.6092000000000001
2019-01-09,ADFFOODS,EQ,265.65,266.85,270.25,261.1,263.2,263.3,264.88,24789,656621420000.0,1202.0,11088,0.4473
2019-01-10,ADFFOODS,EQ,263.3,263.0,264.05,260.0,260.9,261.4,262.25,10544,276519915000.0,589.0,3183,0.3019
2019-01-11,ADFFOODS,EQ,261.4,261.5,274.0,261.4,262.1,262.65,265.9,37449,995750405000.0,1412.0,12834,0.3427000000000001
2019-01-14,ADFFOODS,EQ,262.65,263.55,263.55,255.1,258.6,259.2,257.88,16196,417669920000.0,844.0,7820,0.4828
2019-01-15,ADFFOODS,EQ,259.2,260.9,271.0,258.75,271.0,268.95,267.34,58026,1551262320000.0,2123.0,23890,0.4117
2019-01-16,ADFFOODS,EQ,268.95,272.25,279.95,268.95,274.8,275.4,276.41,159799,4417033025000.0,3312.0,53658,0.3358
2019-01-17,ADFFOODS,EQ,275.4,279.8,280.9,270.0,271.25,271.75,275.62,39338,1084233020000.0,1703.0,13931,0.3541
2019-01-18,ADFFOODS,EQ,271.75,271.55,272.4,263.5,264.0,265.35,267.54,26365,705371755000.0,924.0,12118,0.4596
2019-01-21,ADFFOODS,EQ,265.35,262.7,267.5,259.7,260.55,261.35,262.59,19620,515199330000.0,745.0,11624,0.5925
2019-01-22,ADFFOODS,EQ,261.35,261.35,265.0,257.9,260.65,262.05,260.88,29369,766181405000.0,708.0,14272,0.486
2019-01-23,ADFFOODS,EQ,262.05,262.4,262.5,256.05,257.95,258.0,259.63,10407,270199800000.0,424.0,3838,0.3688
2019-01-24,ADFFOODS,EQ,258.0,258.25,259.3,254.0,254.5,254.95,256.35,10624,272341940000.0,408.0,6358,0.5985
2019-01-25,ADFFOODS,EQ,254.95,256.55,261.35,250.0,251.05,250.55,254.23,18668,474598805000.0,814.0,10250,0.5491
2019-01-28,ADFFOODS,EQ,250.55,250.0,250.0,235.05,241.25,240.0,242.27,29531,715446665000.0,1065.0,14866,0.5034000000000001
2019-01-29,ADFFOODS,EQ,240.0,240.0,248.8,236.7,246.85,246.55,241.57,17909,432633920000.0,916.0,7815,0.4364
2019-01-30,ADFFOODS,EQ,246.55,248.75,248.75,240.45,242.0,243.2,243.66,13121,319700690000.0,664.0,5691,0.4337
2019-01-31,ADFFOODS,EQ,243.2,244.35,246.95,240.55,241.0,242.3,243.86,12992,316820765000.0,542.0,5881,0.4527000000000001
2019-02-01,ADFFOODS,EQ,242.3,243.0,244.05,234.05,235.0,235.9,238.2,40555,966004745000.0,1360.0,18250,0.45
2019-02-04,ADFFOODS,EQ,235.9,236.7,236.7,228.85,228.95,230.85,231.81,18729,434160670000.0,672.0,10767,0.5749000000000001
2019-02-05,ADFFOODS,EQ,230.85,229.0,229.0,224.5,227.0,226.65,226.87,19015,431400795000.0,726.0,9364,0.4925
2019-02-06,ADFFOODS,EQ,226.65,229.7,231.9,224.25,229.5,228.55,227.61,17662,402010530000.0,662.0,8364,0.4736
2019-02-07,ADFFOODS,EQ,228.55,228.55,248.4,228.0,241.75,241.7,240.75,44821,1079058015000.0,1719.0,14667,0.3272
2019-02-08,ADFFOODS,EQ,241.7,239.35,246.75,236.0,242.95,242.0,240.4,17187,413180435000.0,832.0,8381,0.4876
2019-02-11,ADFFOODS,EQ,242.0,242.0,242.05,225.6,228.3,228.75,232.96,20484,477203510000.0,944.0,11582,0.5654
2019-02-12,ADFFOODS,EQ,228.75,230.85,238.85,230.0,230.2,230.6,232.51,17900,416187065000.0,614.0,10076,0.5629
