Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,ALBERTDAVD,EQ,409.2,421.95,421.95,410.0,414.2,414.5,415.07,4906,203632480000.0,283,2994,0.6103000000000001
2019-01-02,ALBERTDAVD,EQ,414.5,419.8,421.9,410.05,414.1,417.55,417.15,5854,244199800000.0,407,3499,0.5977
2019-01-03,ALBERTDAVD,EQ,417.55,417.45,417.45,411.2,411.2,411.2,413.39,1118,46216910000.0,113,735,0.6574
2019-01-04,ALBERTDAVD,EQ,411.2,402.1,419.9,402.1,409.85,413.25,411.31,2709,111422610000.00003,200,1832,0.6763
2019-01-07,ALBERTDAVD,EQ,413.25,415.3,429.5,407.0,407.15,411.1,414.82,1314,54507585000.0,113,836,0.6362
2019-01-08,ALBERTDAVD,EQ,411.1,414.65,418.55,405.0,405.5,409.45,411.53,2594,106751175000.0,276,1468,0.5659000000000001
2019-01-09,ALBERTDAVD,EQ,409.45,418.0,418.0,405.75,411.7,410.6,412.11,1928,79454810000.0,203,943,0.4891
2019-01-10,ALBERTDAVD,EQ,410.6,417.95,417.95,403.0,404.95,403.65,405.83,3500,142040530000.0,323,2155,0.6157
2019-01-11,ALBERTDAVD,EQ,403.65,405.3,407.45,402.5,402.55,402.9,403.82,3520,142144700000.0,197,2863,0.8134
2019-01-14,ALBERTDAVD,EQ,402.9,403.8,410.25,399.9,403.0,405.05,405.12,1551,62834625000.0,210,772,0.4977
2019-01-15,ALBERTDAVD,EQ,405.05,407.0,425.3,407.0,414.5,413.2,420.52,12080,507992080000.0,529,3465,0.2868
2019-01-16,ALBERTDAVD,EQ,413.2,420.5,420.5,406.85,406.85,408.1,410.62,1340,55022640000.0,143,876,0.6537000000000001
2019-01-17,ALBERTDAVD,EQ,408.1,410.5,416.5,402.75,404.25,404.9,407.72,3902,159093320000.0,320,2491,0.6384000000000001
2019-01-18,ALBERTDAVD,EQ,404.9,414.95,414.95,402.15,403.0,404.35,405.21,2060,83473040000.0,153,1657,0.8044
2019-01-21,ALBERTDAVD,EQ,404.35,405.2,408.6,390.0,392.1,395.2,401.29,3361,134875005000.0,208,1507,0.4484
2019-01-22,ALBERTDAVD,EQ,395.2,397.8,398.05,378.15,386.0,385.05,386.99,8134,314781585000.0,282,6689,0.8224
2019-01-23,ALBERTDAVD,EQ,385.05,390.45,392.45,386.5,390.0,389.3,390.63,3086,120547505000.0,169,2245,0.7275
2019-01-24,ALBERTDAVD,EQ,389.3,382.1,389.85,382.0,383.1,384.35,386.1,1548,59768305000.000015,120,1021,0.6596
