,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,0,2019-08-08,AFFLE,EQ,745.0,926.0,958.7,750.0,858.0,873.65,886.58,8361975,741356888935000.0,269748,2827035,0.3381
1,1,1,1,1,1,1,1,1,1,1,2019-08-09,AFFLE,EQ,873.65,844.95,884.9,835.2,844.0,843.05,856.5,674521,57772453895000.01,32268,152274,0.2258
2,2,2,2,2,2,2,2,2,2,2,2019-08-13,AFFLE,EQ,843.05,849.7,859.7,828.05,830.0,832.85,842.22,191338,16114959290000.0,10362,64804,0.3387
3,3,3,3,3,3,3,3,3,3,3,2019-08-14,AFFLE,EQ,832.85,833.1,840.3,827.3,835.0,835.15,834.24,103535,8637283634999.999,5284,50940,0.4920000000000001
4,4,4,4,4,4,4,4,4,4,4,2019-08-16,AFFLE,EQ,835.15,822.0,835.0,790.0,804.95,805.9,817.45,62147,5080210030000.0,3286,29730,0.4784000000000001
5,5,5,5,5,5,5,5,5,5,5,2019-08-19,AFFLE,EQ,805.9,808.15,809.0,765.9,792.0,794.2,783.86,174671,13691690725000.0,7606,93902,0.5376
6,6,6,6,6,6,6,6,6,6,6,2019-08-20,AFFLE,EQ,794.2,798.0,818.0,795.5,804.3,804.7,806.12,108251,8726325320000.0,4211,65164,0.6020000000000001
7,7,7,7,7,7,7,7,7,7,7,2019-08-21,AFFLE,EQ,804.7,801.0,810.0,782.8,788.0,789.75,792.68,63189,5008879745000.0,4119,40340,0.6384000000000001
8,8,8,8,8,8,8,8,8,8,8,2019-08-22,AFFLE,EQ,789.75,790.0,794.4,776.15,780.05,781.6,783.3,37736,2955869830000.0,2466,22767,0.6033
9,9,9,9,9,9,9,9,9,9,9,2019-08-23,AFFLE,EQ,781.6,780.0,785.9,770.6,775.05,777.5,778.36,37357,2907707980000.0,1552,25040,0.6703
10,10,10,10,10,10,10,10,10,10,10,2019-08-26,AFFLE,EQ,777.5,790.0,790.05,779.0,780.75,781.3,781.27,21221,1657931615000.0,1176,13530,0.6376
11,11,11,11,11,11,11,11,11,11,11,2019-08-27,AFFLE,EQ,781.3,781.1,849.0,781.1,840.0,838.25,830.91,94041,7813946005000.0,5262,36419,0.3873
12,12,12,12,12,12,12,12,12,12,12,2019-08-28,AFFLE,EQ,838.25,841.4,855.55,827.15,828.8,830.55,837.62,38728,3243920760000.0,2285,16363,0.4225
13,13,13,13,13,13,13,13,13,13,13,2019-08-29,AFFLE,EQ,830.55,832.0,848.95,820.75,832.0,822.45,834.58,24272,2025691280000.0,1325,9983,0.4113000000000001
