Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,CLEDUCATE,EQ,120.35,121.0,122.0,120.8,120.85,120.85,121.37,312,3786645000.0,23,307,0.9840000000000001
2019-01-02,CLEDUCATE,EQ,120.85,123.65,123.65,118.0,119.1,119.8,119.93,838,10050130000.0,42,499,0.5955
2019-01-03,CLEDUCATE,EQ,119.8,120.0,120.0,117.3,117.55,117.45,117.98,12393,146210325000.0,97,11565,0.9332
2019-01-04,CLEDUCATE,EQ,117.45,117.45,123.5,115.05,115.4,116.2,117.35,59125,693840060000.0,154,57551,0.9734
2019-01-07,CLEDUCATE,EQ,116.2,117.35,118.9,115.1,115.1,116.0,115.97,55119,639204810000.0,408,53107,0.9635
2019-01-08,CLEDUCATE,EQ,116.0,115.4,116.0,113.65,115.0,114.35,115.02,83576,961283355000.0,330,82465,0.9867
2019-01-09,CLEDUCATE,EQ,114.35,114.0,115.0,112.55,112.55,113.0,113.62,6580,74762135000.0,219,6391,0.9713
2019-01-10,CLEDUCATE,EQ,113.0,113.05,117.0,112.4,116.55,116.55,114.95,116975,1344606890000.0,313,108488,0.9274
2019-01-11,CLEDUCATE,EQ,116.55,114.25,117.45,114.25,116.6,115.3,115.5,6177,71345950000.0,52,5959,0.9647
2019-01-14,CLEDUCATE,EQ,115.3,114.75,117.25,114.7,115.25,115.25,115.03,5528,63590160000.0,26,5387,0.9745
2019-01-15,CLEDUCATE,EQ,115.25,116.0,117.7,115.25,116.0,116.0,116.0,5523,64064310000.0,18,5425,0.9823
2019-01-16,CLEDUCATE,EQ,116.0,115.3,119.85,115.3,116.5,116.5,115.47,5837,67398035000.0,31,5768,0.9882
2019-01-17,CLEDUCATE,EQ,116.5,115.55,119.75,115.55,117.0,117.05,116.95,6825,79817795000.0,57,6171,0.9042
2019-01-18,CLEDUCATE,EQ,117.05,118.85,124.0,116.3,120.75,120.85,121.69,6036,73451205000.0,149,5246,0.8691
2019-01-21,CLEDUCATE,EQ,120.85,123.2,125.0,117.3,121.3,120.15,122.85,2070,25430570000.0,100,1236,0.5971000000000001
