Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,ATFL,EQ,601.95,608.3,619.9,600.05,607.0,607.2,603.91,21233,1282274015000.0,819.0,16360.0,0.7705
2019-01-02,ATFL,EQ,607.2,607.05,623.5,594.3,595.05,598.4,607.28,10278,624161210000.0,636.0,4127.0,0.4015
2019-01-03,ATFL,EQ,598.4,600.9,605.55,595.2,599.6,598.3,599.81,1970,118163250000.0,170.0,1594.0,0.8090999999999999
2019-01-04,ATFL,EQ,598.3,602.5,615.15,599.5,615.0,612.05,607.51,3451,209651320000.0,238.0,2723.0,0.789
2019-01-07,ATFL,EQ,612.05,604.25,622.3,604.25,607.0,613.45,613.54,3900,239279290000.0,245.0,2184.0,0.56
2019-01-08,ATFL,EQ,613.45,614.5,617.55,603.35,603.75,608.4,609.43,5160,314463535000.0,188.0,4649.0,0.9009999999999999
2019-01-09,ATFL,EQ,608.4,614.4,623.45,608.85,609.0,613.2,617.36,4311,266143765000.0,233.0,3315.0,0.7690000000000001
2019-01-10,ATFL,EQ,613.2,613.7,617.95,600.55,603.95,605.45,608.47,5613,341536165000.0,372.0,4368.0,0.7782
2019-01-11,ATFL,EQ,605.45,609.0,614.5,593.2,595.05,603.4,602.41,9344,562895660000.0,936.0,4796.0,0.5133
2019-01-14,ATFL,EQ,603.4,609.65,617.15,603.45,610.0,609.75,610.1,5503,335737895000.0,677.0,4120.0,0.7487
2019-01-15,ATFL,EQ,609.75,612.1,619.0,604.85,612.0,613.5,613.84,3030,185992465000.0,388.0,2004.0,0.6614
2019-01-16,ATFL,EQ,613.5,615.1,620.0,608.75,609.95,610.65,615.5,3770,232042875000.0,188.0,2862.0,0.7592
2019-01-17,ATFL,EQ,610.65,619.6,619.6,610.0,610.0,612.7,613.11,1439,88226410000.0,111.0,1245.0,0.8652
2019-01-18,ATFL,EQ,612.7,616.3,619.0,601.1,601.1,604.4,613.03,3767,230928025000.0,284.0,2696.0,0.7156999999999999
2019-01-21,ATFL,EQ,604.4,603.9,607.75,598.0,605.5,603.1,602.3,3435,206888445000.0,251.0,2481.0,0.7223
2019-01-22,ATFL,EQ,603.1,605.0,610.95,586.0,586.0,588.25,598.94,3055,182975060000.0,369.0,2006.0,0.6566
2019-01-23,ATFL,EQ,588.25,589.0,603.6,579.1,603.0,600.6,592.08,7607,450398845000.0,440.0,5834.0,0.7669
2019-01-24,ATFL,EQ,600.6,600.7,611.0,600.05,610.95,609.8,606.72,5580,338549770000.0,188.0,4423.0,0.7927
2019-01-25,ATFL,EQ,609.8,605.95,606.0,570.05,578.75,573.45,582.56,5626,327750410000.0,699.0,2914.0,0.518
2019-01-28,ATFL,EQ,573.45,565.15,579.0,565.15,575.0,575.85,574.38,1890,108557610000.00003,132.0,1463.0,0.7741
2019-01-29,ATFL,EQ,575.85,573.95,575.0,551.3,566.0,557.1,565.11,3633,205303100000.0,336.0,2573.0,0.7081999999999999
2019-01-30,ATFL,EQ,557.1,567.55,567.7,545.25,548.05,548.75,553.16,3000,165948860000.0,259.0,1966.0,0.6553
2019-01-31,ATFL,EQ,548.75,557.85,569.0,542.0,556.05,560.3,553.21,5851,323685870000.0,448.0,3019.0,0.516
2019-02-01,ATFL,EQ,560.3,568.7,595.95,568.7,572.4,577.9,585.69,25428,1489294105000.0,1278.0,9721.0,0.3823
2019-02-04,ATFL,EQ,577.9,574.0,591.0,574.0,590.0,587.7,583.15,5121,298631630000.0,294.0,4032.0,0.7873000000000001
2019-02-05,ATFL,EQ,587.7,587.7,593.4,575.0,576.65,587.2,585.93,3453,202320300000.0,190.0,3007.0,0.8708
2019-02-06,ATFL,EQ,587.2,582.5,582.5,557.55,579.7,573.4,567.03,7381,418523780000.0,462.0,4052.0,0.5489999999999999
2019-02-07,ATFL,EQ,573.4,573.7,583.95,573.7,580.95,580.1,579.76,2365,137113870000.0,165.0,1353.0,0.5721
2019-02-08,ATFL,EQ,580.1,579.1,587.0,570.05,587.0,582.25,577.22,1913,110421605000.0,232.0,1333.0,0.6968000000000001
2019-02-11,ATFL,EQ,582.25,582.05,582.05,567.0,572.0,576.5,575.45,2081,119751000000.0,257.0,1088.0,0.5228
2019-02-12,ATFL,EQ,576.5,576.1,578.4,561.1,561.1,573.7,575.32,840,48326715000.0,92.0,426.0,0.5071
2019-02-13,ATFL,EQ,573.7,570.05,574.95,550.0,558.0,555.85,567.89,5200,295303680000.0,275.0,2959.0,0.569
2019-02-14,ATFL,EQ,555.85,550.05,586.7,550.05,586.7,576.25,568.35,1921,109180050000.0,220.0,1413.0,0.7356
2019-02-15,ATFL,EQ,576.25,584.9,584.9,565.55,580.0,574.85,571.33,2364,135063180000.0,175.0,1548.0,0.6548
2019-02-18,ATFL,EQ,574.85,580.05,580.05,560.05,560.05,565.6,569.83,1229,70031545000.0,193.0,779.0,0.6338
2019-02-19,ATFL,EQ,565.6,568.95,589.95,560.05,561.0,572.1,573.54,5174,296751590000.0,392.0,4006.0,0.7743000000000001
2019-02-20,ATFL,EQ,572.1,567.6,569.7,554.95,564.05,564.2,564.47,6885,388635705000.0,349.0,4052.0,0.5885
2019-02-21,ATFL,EQ,564.2,565.05,575.95,564.4,575.95,573.9,569.55,2193,124902785000.00005,113.0,2055.0,0.9371
2019-02-22,ATFL,EQ,573.9,570.55,575.95,560.0,570.8,567.15,566.54,5087,288196670000.0,384.0,3719.0,0.7311
2019-02-25,ATFL,EQ,567.15,571.0,575.4,561.2,561.2,563.15,566.18,2923,165493815000.0,201.0,2213.0,0.7571
