,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,5565,2019-01-01,BALMLAWRIE,EQ,203.3,201.4,206.7,201.4,202.3,202.7,203.43,43325,881359650000.0,939.0,23971.0,0.5533
1,1,1,1,1,1,1,1,1,1,5566,2019-01-02,BALMLAWRIE,EQ,202.7,200.65,203.85,198.45,198.5,198.75,200.44,29411,589503980000.0,1142.0,15166.0,0.5157
2,2,2,2,2,2,2,2,2,2,5567,2019-01-03,BALMLAWRIE,EQ,198.75,199.1,201.5,196.5,197.4,197.35,198.47,38156,757271895000.0,1309.0,20254.0,0.5307999999999999
3,3,3,3,3,3,3,3,3,3,5568,2019-01-04,BALMLAWRIE,EQ,197.35,198.25,201.3,196.85,201.0,200.15,198.78,21697,431284475000.0,644.0,13359.0,0.6157
4,4,4,4,4,4,4,4,4,4,5569,2019-01-07,BALMLAWRIE,EQ,200.15,203.15,203.15,197.85,200.0,200.65,201.3,37318,751220690000.0,976.0,21414.0,0.5738000000000001
5,5,5,5,5,5,5,5,5,5,5570,2019-01-08,BALMLAWRIE,EQ,200.65,199.45,200.65,197.5,197.5,197.9,198.92,30218,601094525000.0,583.0,20903.0,0.6917
6,6,6,6,6,6,6,6,6,6,5571,2019-01-09,BALMLAWRIE,EQ,197.9,199.0,200.0,196.0,196.25,196.6,197.79,37346,738672635000.0,727.0,24931.0,0.6676000000000001
7,7,7,7,7,7,7,7,7,7,5572,2019-01-10,BALMLAWRIE,EQ,196.6,197.2,198.5,196.0,197.1,197.25,197.04,16434,323813515000.0,463.0,7637.0,0.4647
8,8,8,8,8,8,8,8,8,8,5573,2019-01-11,BALMLAWRIE,EQ,197.25,197.75,197.9,195.0,196.8,196.25,196.57,23687,465607150000.0,562.0,14234.0,0.6009000000000001
9,9,9,9,9,9,9,9,9,9,5574,2019-01-14,BALMLAWRIE,EQ,196.25,196.25,204.0,194.0,199.0,199.1,199.53,42715,852272390000.0,1352.0,20034.0,0.469
