,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,3708,2019-01-01,BSELINFRA,EQ,2.1,2.05,2.2,2.05,2.15,2.1,2.13,54398,11590440000.0,55.0,33007.0,0.6068
1,1,1,1,1,1,1,1,1,1,3709,2019-01-02,BSELINFRA,EQ,2.1,2.05,2.15,2.05,2.1,2.1,2.08,19072,3964290000.0,39.0,15957.0,0.8367
2,2,2,2,2,2,2,2,2,2,3710,2019-01-03,BSELINFRA,EQ,2.1,2.05,2.1,2.05,2.05,2.05,2.06,8120,1672100000.0,28.0,4735.0,0.5831000000000001
3,3,3,3,3,3,3,3,3,3,3711,2019-01-04,BSELINFRA,EQ,2.05,2.05,2.15,2.05,2.05,2.1,2.07,40839,8445980000.0,39.0,31640.0,0.7747
4,4,4,4,4,4,4,4,4,4,3712,2019-01-07,BSELINFRA,EQ,2.1,2.1,2.35,2.05,2.3,2.25,2.17,101246,21980220000.0,178.0,56458.0,0.5576
5,5,5,5,5,5,5,5,5,5,3713,2019-01-08,BSELINFRA,EQ,2.25,2.25,2.35,2.15,2.2,2.2,2.25,90462,20324370000.0,130.0,72795.0,0.8047
6,6,6,6,6,6,6,6,6,6,3714,2019-01-09,BSELINFRA,EQ,2.2,2.15,2.25,2.15,2.2,2.2,2.18,26216,5726070000.0,64.0,21731.0,0.8289
7,7,7,7,7,7,7,7,7,7,3715,2019-01-10,BSELINFRA,EQ,2.2,2.35,2.35,2.15,2.15,2.2,2.23,51710,11532330000.0,84.0,35019.0,0.6772
8,8,8,8,8,8,8,8,8,8,3716,2019-01-11,BSELINFRA,EQ,2.2,2.2,2.2,2.15,2.15,2.15,2.17,30588,6633955000.0,55.0,28770.0,0.9406
9,9,9,9,9,9,9,9,9,9,3717,2019-01-14,BSELINFRA,EQ,2.15,2.15,2.2,2.05,2.15,2.15,2.12,20184,4275345000.0,68.0,9672.0,0.4792
10,10,10,10,10,10,10,10,10,10,3718,2019-01-15,BSELINFRA,EQ,2.15,2.1,2.2,2.1,2.15,2.1,2.13,21781,4648155000.0,66.0,15818.0,0.7262000000000001
11,11,11,11,11,11,11,11,11,11,3719,2019-01-16,BSELINFRA,EQ,2.1,2.1,2.15,2.05,2.1,2.1,2.1,14511,3049990000.0,31.0,9925.0,0.684
12,12,12,12,12,12,12,12,12,12,3720,2019-01-17,BSELINFRA,EQ,2.1,2.1,2.15,2.05,2.1,2.1,2.08,20654,4295435000.0,44.0,15515.0,0.7512000000000001
13,13,13,13,13,13,13,13,13,13,3721,2019-01-18,BSELINFRA,EQ,2.1,2.1,2.15,2.05,2.1,2.05,2.1,22595,4738140000.0,50.0,20561.0,0.91
14,14,14,14,14,14,14,14,14,14,3722,2019-01-21,BSELINFRA,EQ,2.05,2.05,2.1,2.0,2.05,2.05,2.04,19181,3915825000.0,25.0,14622.0,0.7623000000000001
15,15,15,15,15,15,15,15,15,15,3723,2019-01-22,BSELINFRA,EQ,2.05,2.05,2.1,2.0,2.05,2.05,2.04,11444,2331165000.0,26.0,10694.0,0.9345
16,16,16,16,16,16,16,16,16,16,3724,2019-01-23,BSELINFRA,EQ,2.05,2.05,2.1,2.0,2.0,2.0,2.03,35267,7148680000.0,35.0,24258.0,0.6878000000000001
