Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,BYKE,EQ,64.95,65.45,68.2,64.8,68.0,67.9,66.55,38495,256173285000.0,499,22745,0.5909000000000001
2019-01-02,BYKE,EQ,67.9,68.5,68.5,64.5,66.0,65.5,66.24,89837,595109385000.0,2592,66081,0.7356
2019-01-03,BYKE,EQ,65.5,66.0,66.35,64.4,65.05,65.05,65.06,34633,225308890000.0,455,20818,0.6011
2019-01-04,BYKE,EQ,65.05,65.15,65.35,64.4,65.3,64.95,64.92,27056,175639045000.0,350,16654,0.6154999999999999
2019-01-07,BYKE,EQ,64.95,66.0,66.0,63.25,63.65,63.5,64.22,34092,218940350000.0,533,25224,0.7399
2019-01-08,BYKE,EQ,63.5,64.45,64.5,61.8,63.0,62.8,62.79,60950,382686715000.0,1276,37323,0.6124
2019-01-09,BYKE,EQ,62.8,62.5,62.9,59.8,59.9,60.1,61.14,123533,755319750000.0,2912,98730,0.7992
2019-01-10,BYKE,EQ,60.1,60.1,60.9,57.55,57.6,57.75,58.24,101144,589068840000.0,2579,73617,0.7278
2019-01-11,BYKE,EQ,57.75,58.0,59.6,57.8,58.75,59.0,58.93,41826,246470705000.0,622,24230,0.5793
2019-01-14,BYKE,EQ,59.0,60.0,60.35,57.5,58.0,57.85,58.52,35424,207294605000.0,1095,24461,0.6905
2019-01-15,BYKE,EQ,57.85,58.0,58.0,55.1,56.15,55.95,56.12,110591,620584295000.0,2587,81100,0.7333
2019-01-16,BYKE,EQ,55.95,56.5,58.0,55.9,56.8,56.95,57.16,60832,347699875000.0,624,38255,0.6289
2019-01-17,BYKE,EQ,56.95,57.5,57.95,55.1,55.5,55.85,56.41,47267,266651240000.0,641,30326,0.6416
2019-01-18,BYKE,EQ,55.85,55.65,56.25,55.0,55.0,55.15,55.39,38963,215800735000.0,466,24979,0.6411
2019-01-21,BYKE,EQ,55.15,54.8,56.0,54.8,55.45,55.3,55.2,20880,115248239999.99995,312,10743,0.5145000000000001
2019-01-22,BYKE,EQ,55.3,55.05,55.7,53.8,54.75,54.65,54.76,35441,194089840000.0,557,23460,0.6619
2019-01-23,BYKE,EQ,54.65,55.0,55.9,51.0,52.5,51.7,53.01,68524,363216425000.0,909,49825,0.7271
2019-01-24,BYKE,EQ,51.7,50.7,52.1,49.5,49.95,49.95,50.8,59205,300787680000.0,794,43784,0.7395
2019-01-25,BYKE,EQ,49.95,50.8,50.85,47.2,48.0,47.65,49.23,76913,378680140000.0,1970,53040,0.6896
2019-01-28,BYKE,EQ,47.65,47.65,48.45,43.0,45.0,44.8,45.26,76839,347741630000.0,1011,50433,0.6563
2019-01-29,BYKE,EQ,44.8,45.9,45.9,42.3,43.2,42.6,43.62,47363,206612555000.0,1150,34848,0.7358
2019-01-30,BYKE,EQ,42.6,43.0,43.25,41.05,41.9,41.95,42.14,49395,208140035000.0,927,34890,0.7062999999999999
2019-01-31,BYKE,EQ,41.95,42.95,43.0,39.5,40.0,39.9,40.42,82397,333018535000.0,1450,63291,0.7681
2019-02-01,BYKE,EQ,39.9,44.0,44.0,38.3,39.3,39.3,40.71,100592,409494590000.0,1869,64449,0.6406999999999999
2019-02-04,BYKE,EQ,39.3,39.0,39.65,35.8,35.8,36.3,37.49,102670,384863560000.0,1222,81399,0.7928000000000001
2019-02-05,BYKE,EQ,36.3,35.95,36.45,30.95,31.5,31.45,33.0,182892,603610745000.0,2542,114844,0.6279
2019-02-06,BYKE,EQ,31.45,31.95,33.85,31.7,32.0,32.1,32.48,117571,381817565000.0,1303,84014,0.7145999999999999
2019-02-07,BYKE,EQ,32.1,33.95,33.95,31.5,32.0,31.95,32.17,98500,316882380000.0,1041,74692,0.7583
2019-02-08,BYKE,EQ,31.95,32.0,32.75,29.2,29.6,30.2,30.82,92179,284085305000.0,1357,66061,0.7167
2019-02-11,BYKE,EQ,30.2,30.85,31.6,28.6,30.95,30.95,30.35,90539,274749450000.0,1303,58937,0.6509999999999999
2019-02-12,BYKE,EQ,30.95,31.8,32.55,29.2,30.25,29.9,30.44,103188,314126445000.0,1346,67509,0.6542
2019-02-13,BYKE,EQ,29.9,30.85,31.2,29.45,30.3,29.95,30.08,102865,309395900000.0,899,85582,0.8320000000000001
2019-02-14,BYKE,EQ,29.95,29.5,29.5,27.0,27.7,27.9,27.92,131744,367823015000.0,1696,107007,0.8122
2019-02-15,BYKE,EQ,27.9,27.95,28.25,27.8,27.9,27.9,27.97,136424,381520760000.0,1479,117594,0.8620000000000001
2019-02-18,BYKE,EQ,27.9,28.4,28.5,27.05,27.6,27.85,27.65,44438,122873114999.99995,751,25333,0.5700999999999999
2019-02-19,BYKE,EQ,27.85,27.6,28.2,27.5,27.65,27.6,27.79,41645,115739610000.00005,861,34095,0.8187000000000001
