,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,0,2019-01-22,ABMINTLTD,EQ,16.45,16.45,16.45,16.45,16.45,16.45,16.45,7,11515000.0,1,7,1.0
1,1,1,1,1,1,1,1,1,1,1,2019-01-24,ABMINTLTD,EQ,16.45,16.45,16.45,16.45,16.45,16.45,16.45,61,100345000.0,1,61,1.0
2,2,2,2,2,2,2,2,2,2,2,2019-01-28,ABMINTLTD,EQ,16.45,16.45,16.45,16.45,16.45,16.45,16.45,61,100345000.0,1,61,1.0
3,3,3,3,3,3,3,3,3,3,3,2019-01-29,ABMINTLTD,EQ,16.45,16.45,16.45,16.45,16.45,16.45,16.45,100,164500000.0,1,100,1.0
4,4,4,4,4,4,4,4,4,4,4,2019-01-30,ABMINTLTD,EQ,16.45,15.65,15.65,15.65,15.65,15.65,15.65,1,1565000.0,1,1,1.0
5,5,5,5,5,5,5,5,5,5,5,2019-02-04,ABMINTLTD,EQ,15.65,15.65,15.65,14.9,14.9,14.9,15.54,14,21760000.0,5,12,0.8571
6,6,6,6,6,6,6,6,6,6,6,2019-02-18,ABMINTLTD,EQ,14.9,14.9,14.9,14.9,14.9,14.9,14.9,51,75990000.0,2,51,1.0
7,7,7,7,7,7,7,7,7,7,7,2019-02-19,ABMINTLTD,EQ,14.9,15.6,15.6,15.6,15.6,15.6,15.6,5,7800000.0,1,5,1.0
8,8,8,8,8,8,8,8,8,8,8,2019-02-21,ABMINTLTD,EQ,15.6,15.6,15.6,15.6,15.6,15.6,15.6,1,1560000.0,1,1,1.0
9,9,9,9,9,9,9,9,9,9,9,2019-02-22,ABMINTLTD,EQ,15.6,15.6,15.6,14.85,14.85,14.85,14.89,20,29775000.0,2,20,1.0
10,10,10,10,10,10,10,10,10,10,10,2019-03-12,ABMINTLTD,EQ,14.85,14.85,14.85,14.85,14.85,14.85,14.85,200,297000000.0,1,200,1.0
11,11,11,11,11,11,11,11,11,11,11,2019-03-18,ABMINTLTD,EQ,14.85,14.85,14.85,14.85,14.85,14.85,14.85,1,1485000.0,1,1,1.0
