Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,CALSOFT,EQ,22.8,22.9,23.5,22.0,23.4,23.15,22.85,83836,191548395000.0,216.0,64838.0,0.7734000000000001
2019-01-02,CALSOFT,EQ,23.15,23.95,23.95,22.0,22.35,22.0,22.13,77681,171923130000.0,411.0,60118.0,0.7739
2019-01-03,CALSOFT,EQ,22.0,22.45,22.45,20.9,21.0,20.95,21.26,39131,83184060000.0,233.0,30411.0,0.7772
2019-01-04,CALSOFT,EQ,20.95,21.3,21.95,20.0,21.45,21.35,21.29,55015,117142050000.0,236.0,30707.0,0.5582
2019-01-07,CALSOFT,EQ,21.35,22.0,22.0,20.3,20.35,20.5,20.61,60571,124841070000.0,243.0,42044.0,0.6940999999999999
2019-01-08,CALSOFT,EQ,20.5,20.5,20.6,19.5,19.8,19.6,19.86,45296,89957365000.0,240.0,34239.0,0.7559
2019-01-09,CALSOFT,EQ,19.6,19.6,20.25,19.5,19.85,19.6,19.82,32944,65294894999.999985,193.0,28955.0,0.8789
2019-01-10,CALSOFT,EQ,19.6,19.85,20.0,19.05,19.95,19.85,19.83,20357,40377080000.0,100.0,19199.0,0.9431
2019-01-11,CALSOFT,EQ,19.85,20.5,20.8,19.5,20.1,20.1,20.19,66580,134418364999.99995,273.0,38298.0,0.5752
2019-01-14,CALSOFT,EQ,20.1,19.55,20.45,19.25,19.5,19.6,19.65,23073,45328465000.0,142.0,15913.0,0.6897
2019-01-15,CALSOFT,EQ,19.6,20.0,20.0,18.85,19.4,19.35,19.31,9069,17508850000.0,93.0,6655.0,0.7338
2019-01-16,CALSOFT,EQ,19.35,19.4,20.2,19.2,19.5,19.45,19.52,25573,49924055000.0,130.0,21499.0,0.8407
2019-01-17,CALSOFT,EQ,19.45,19.65,19.65,19.15,19.5,19.5,19.44,6829,13277490000.0,62.0,5627.0,0.8240000000000001
2019-01-18,CALSOFT,EQ,19.5,19.4,19.7,18.9,19.4,19.2,19.41,25980,50415260000.0,93.0,19205.0,0.7392000000000001
2019-01-21,CALSOFT,EQ,19.2,19.3,19.65,18.6,18.85,19.05,18.93,50718,96016335000.0,207.0,40919.0,0.8068000000000001
2019-01-22,CALSOFT,EQ,19.05,19.3,19.3,18.3,18.7,18.75,18.6,7049,13109095000.000002,91.0,5817.0,0.8251999999999999
2019-01-23,CALSOFT,EQ,18.75,19.0,19.35,18.4,19.1,18.95,18.98,9297,17646850000.0,87.0,4562.0,0.4907
2019-01-24,CALSOFT,EQ,18.95,19.05,19.85,18.8,19.85,19.85,19.51,8732,17039840000.0,81.0,7573.0,0.8673000000000001
2019-01-25,CALSOFT,EQ,19.85,19.85,20.4,19.5,19.55,19.6,20.01,12138,24293115000.0,73.0,9860.0,0.8123
2019-01-28,CALSOFT,EQ,19.6,19.4,19.6,18.8,19.3,19.3,19.14,7781,14889945000.000004,58.0,6774.0,0.8706
2019-01-29,CALSOFT,EQ,19.3,19.3,19.3,18.35,18.75,18.75,18.52,15457,28625785000.0,99.0,10320.0,0.6677
2019-01-30,CALSOFT,EQ,18.75,19.45,19.65,19.0,19.25,19.25,19.35,12206,23620155000.0,49.0,7457.0,0.6109
2019-01-31,CALSOFT,EQ,19.25,19.95,20.2,19.05,19.5,19.5,19.66,5134,10092110000.0,57.0,3597.0,0.7006
2019-02-01,CALSOFT,EQ,19.5,19.5,20.2,19.2,20.0,19.5,19.95,4558,9093360000.0,47.0,3088.0,0.6775
2019-02-04,CALSOFT,EQ,19.5,19.95,20.4,18.6,20.1,19.55,19.63,25303,49673725000.0,172.0,9178.0,0.3627
2019-02-05,CALSOFT,EQ,19.55,19.95,19.95,18.6,18.6,18.6,18.99,35536,67500319999.999985,104.0,20689.0,0.5822
2019-02-06,CALSOFT,EQ,18.6,17.75,18.45,17.7,17.7,17.7,17.8,50041,89081210000.0,242.0,33868.0,0.6768000000000001
2019-02-07,CALSOFT,EQ,17.7,17.7,18.45,16.2,17.0,17.2,16.92,26549,44927975000.0,130.0,19823.0,0.7467
2019-02-08,CALSOFT,EQ,17.2,16.25,17.9,16.25,17.0,16.9,16.79,14154,23761150000.0,96.0,9687.0,0.6844
2019-02-11,CALSOFT,EQ,16.9,16.15,17.45,15.65,15.65,16.2,16.62,42892,71277985000.0,116.0,24300.0,0.5665
2019-02-12,CALSOFT,EQ,16.2,15.9,16.25,15.7,15.7,15.75,16.08,14831,23844725000.0,54.0,9294.0,0.6267
2019-02-13,CALSOFT,EQ,15.75,15.8,17.3,15.8,17.3,17.3,16.66,12791,21315110000.0,55.0,10916.0,0.8534
2019-02-14,CALSOFT,EQ,17.3,18.2,19.0,16.65,19.0,19.0,18.7,19288,36070855000.0,58.0,14169.0,0.7345999999999999
2019-02-15,CALSOFT,EQ,19.0,20.85,20.9,20.0,20.9,20.9,20.88,13524,28244710000.0,69.0,11464.0,0.8477
2019-02-18,CALSOFT,EQ,20.9,21.55,21.55,20.1,20.15,20.45,20.94,28872,60452105000.000015,136.0,23887.0,0.8273
2019-02-19,CALSOFT,EQ,20.45,19.45,19.65,19.45,19.45,19.45,19.45,13018,25323010000.0,40.0,10518.0,0.8079999999999999
2019-02-20,CALSOFT,EQ,19.45,19.45,19.45,18.5,18.5,18.5,18.51,11095,20538345000.0,50.0,8814.0,0.7944
2019-02-21,CALSOFT,EQ,18.5,18.0,18.8,17.6,17.6,17.6,17.72,11727,20781970000.0,83.0,9207.0,0.7851
2019-02-22,CALSOFT,EQ,17.6,17.8,18.45,17.5,18.45,18.45,18.11,17641,31943990000.000008,111.0,9929.0,0.5628000000000001
2019-02-25,CALSOFT,EQ,18.45,19.25,19.35,18.55,19.35,19.35,19.3,12667,24443920000.0,50.0,6861.0,0.5416
2019-02-26,CALSOFT,EQ,19.35,18.5,20.2,18.4,18.55,18.5,18.87,25134,47436045000.0,111.0,18999.0,0.7559
