Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,ASAHIINDIA,EQ,255.5,258.0,265.0,255.0,263.0,263.5,261.19,24394,637146880000.0,845.0,12555.0,0.5147
2019-01-02,ASAHIINDIA,EQ,263.5,264.4,272.8,257.0,257.25,258.75,264.64,22791,603136755000.0,860.0,9219.0,0.4045
2019-01-03,ASAHIINDIA,EQ,258.75,258.8,269.4,258.75,265.1,265.65,265.79,227739,6053162975000.0,3443.0,68552.0,0.30100000000000005
2019-01-04,ASAHIINDIA,EQ,265.65,264.65,267.3,262.0,262.9,262.45,264.45,32937,871017575000.0,742.0,22689.0,0.6889000000000001
2019-01-07,ASAHIINDIA,EQ,262.45,265.0,265.85,255.0,255.25,255.95,260.49,18488,481593020000.0,719.0,10438.0,0.5646
2019-01-08,ASAHIINDIA,EQ,255.95,255.1,258.0,255.0,255.3,255.1,255.4,8095,206747690000.0,415.0,5130.0,0.6337
2019-01-09,ASAHIINDIA,EQ,255.1,255.55,257.65,254.5,255.0,255.1,255.32,16135,411964720000.0,417.0,12394.0,0.7681
2019-01-10,ASAHIINDIA,EQ,255.1,255.8,256.9,254.95,255.0,255.1,255.21,14184,361991625000.0,311.0,10151.0,0.7156999999999999
2019-01-11,ASAHIINDIA,EQ,255.1,255.1,257.5,255.0,255.0,255.15,255.51,8919,227887325000.0,249.0,4884.0,0.5476
2019-01-14,ASAHIINDIA,EQ,255.15,257.55,257.55,254.0,255.0,255.15,255.61,9689,247664870000.0001,194.0,7916.0,0.8170000000000001
2019-01-15,ASAHIINDIA,EQ,255.15,255.1,256.4,255.0,255.0,255.5,255.46,4185,106909555000.0,224.0,2251.0,0.5379
2019-01-16,ASAHIINDIA,EQ,255.5,255.5,260.0,255.05,258.5,259.1,258.07,39020,1006990585000.0,2772.0,32711.0,0.8383
2019-01-17,ASAHIINDIA,EQ,259.1,257.05,258.95,254.9,255.15,255.4,255.85,3172,81156270000.0,190.0,1746.0,0.5504
2019-01-18,ASAHIINDIA,EQ,255.4,257.25,257.45,255.0,255.0,255.0,255.12,7863,200600420000.0,134.0,6828.0,0.8684000000000001
2019-01-21,ASAHIINDIA,EQ,255.0,260.0,260.0,255.0,255.0,255.0,255.14,7069,180358940000.0,170.0,5839.0,0.826
2019-01-22,ASAHIINDIA,EQ,255.0,256.0,258.0,254.0,255.0,255.0,255.07,10457,266724885000.0,184.0,9344.0,0.8936000000000001
2019-01-23,ASAHIINDIA,EQ,255.0,256.05,257.05,255.0,255.15,255.2,255.26,5093,130002685000.00005,168.0,3397.0,0.667
2019-01-24,ASAHIINDIA,EQ,255.2,256.3,258.0,255.35,257.85,257.4,256.98,5837,149998250000.0,142.0,4752.0,0.8140999999999999
2019-01-25,ASAHIINDIA,EQ,257.4,256.05,256.8,255.0,255.0,255.05,255.21,11580,295538465000.0,178.0,7514.0,0.6489
2019-01-28,ASAHIINDIA,EQ,255.05,255.1,258.0,254.6,256.1,255.6,255.14,13802,352139750000.0,192.0,11679.0,0.8462000000000001
2019-01-29,ASAHIINDIA,EQ,255.6,255.75,256.9,254.95,255.0,255.0,255.17,9793,249891355000.0,247.0,6824.0,0.6968000000000001
