Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,BHAGYANGR,EQ,31.9,32.0,33.05,28.75,31.4,31.4,30.56,14188,43356670000.0,150,7523,0.5302
2019-01-02,BHAGYANGR,EQ,31.4,32.0,32.9,29.2,32.0,32.0,31.5,9631,30340690000.000008,132,5475,0.5685
2019-01-03,BHAGYANGR,EQ,32.0,31.1,33.0,31.1,32.0,32.05,32.1,9057,29070135000.0,89,7149,0.7893000000000001
2019-01-04,BHAGYANGR,EQ,32.05,32.1,33.85,32.05,33.6,33.55,33.16,11702,38807235000.0,105,9225,0.7883
2019-01-07,BHAGYANGR,EQ,33.55,32.3,36.9,32.3,33.75,33.95,34.46,32587,112294330000.0,187,27101,0.8317
2019-01-08,BHAGYANGR,EQ,33.95,33.75,35.2,33.75,34.0,33.85,34.13,12581,42939715000.0,89,10320,0.8203
2019-01-09,BHAGYANGR,EQ,33.85,34.35,34.75,33.75,33.85,33.8,34.04,20911,71190085000.0,154,18318,0.8759999999999999
2019-01-10,BHAGYANGR,EQ,33.8,34.35,34.35,33.6,33.85,34.0,33.89,7292,24709060000.0,67,6731,0.9231
2019-01-11,BHAGYANGR,EQ,34.0,34.55,35.25,33.8,35.2,34.95,34.92,23392,81683730000.0,184,20989,0.8973000000000001
2019-01-14,BHAGYANGR,EQ,34.95,34.1,36.5,34.0,35.95,36.05,35.75,20963,74944655000.0,206,18603,0.8874
2019-01-15,BHAGYANGR,EQ,36.05,37.25,37.3,35.0,37.0,37.05,36.91,20690,76368940000.0,118,19832,0.9585
2019-01-16,BHAGYANGR,EQ,37.05,37.15,37.6,36.4,36.7,36.6,36.89,19819,73112575000.0,108,18376,0.9272
2019-01-17,BHAGYANGR,EQ,36.6,36.7,36.95,35.5,36.85,36.6,36.34,8741,31764350000.0,225,7040,0.8054000000000001
2019-01-18,BHAGYANGR,EQ,36.6,36.6,37.25,35.25,35.35,35.4,35.63,8171,29111565000.000008,99,6532,0.7994
2019-01-21,BHAGYANGR,EQ,35.4,35.4,36.35,34.7,36.05,36.05,35.9,18157,65178065000.0,128,15904,0.8759
2019-01-22,BHAGYANGR,EQ,36.05,35.7,36.3,35.5,35.85,35.75,35.77,1428,5108140000.0,26,1037,0.7262000000000001
2019-01-23,BHAGYANGR,EQ,35.75,35.0,36.05,33.3,34.65,34.7,34.91,15512,54155480000.000015,120,10654,0.6868000000000001
2019-01-24,BHAGYANGR,EQ,34.7,35.4,35.4,34.25,34.7,34.95,34.74,9858,34247315000.000008,63,9235,0.9368
2019-01-25,BHAGYANGR,EQ,34.95,33.95,35.55,33.95,34.1,34.1,34.68,12582,43637660000.0,99,11254,0.8945000000000001
2019-01-28,BHAGYANGR,EQ,34.1,31.55,34.45,31.55,33.0,32.95,32.88,8786,28888575000.0,90,7897,0.8987999999999999
2019-01-29,BHAGYANGR,EQ,32.95,32.95,35.1,31.65,34.4,34.1,34.15,15009,51249420000.0,113,12772,0.851
2019-01-30,BHAGYANGR,EQ,34.1,36.0,36.0,32.5,33.1,33.05,33.33,2145,7149789999.999998,59,1834,0.855
2019-01-31,BHAGYANGR,EQ,33.05,34.35,34.75,32.45,33.2,33.25,33.26,4787,15920400000.0,54,2430,0.5075999999999999
2019-02-01,BHAGYANGR,EQ,33.25,31.45,35.05,31.45,34.0,33.95,33.16,1455,4825100000.0,30,1252,0.8605
2019-02-04,BHAGYANGR,EQ,33.95,36.1,36.1,31.15,34.0,34.05,33.67,8346,28099285000.0,80,7381,0.8844
2019-02-05,BHAGYANGR,EQ,34.05,35.05,35.05,32.25,32.25,32.45,32.75,6392,20933325000.0,53,4172,0.6527
2019-02-06,BHAGYANGR,EQ,32.45,35.0,35.0,31.25,31.3,31.4,31.62,9102,28783980000.0,83,7939,0.8722
2019-02-07,BHAGYANGR,EQ,31.4,32.55,32.65,29.35,30.55,30.7,31.18,17193,53609435000.0,160,14030,0.816
2019-02-08,BHAGYANGR,EQ,30.7,31.55,31.55,29.15,30.0,30.0,30.0,8793,26380020000.0,120,7878,0.8959
