,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,844,2019-01-01,AGARIND,EQ,211.5,209.85,211.8,200.6,203.3,203.7,205.03,2254,46213860000.0,77,1408,0.6247
1,1,1,1,1,1,1,1,1,1,845,2019-01-02,AGARIND,EQ,203.7,205.0,205.0,182.65,189.0,188.7,190.63,6778,129208270000.0,232,3359,0.4956
2,2,2,2,2,2,2,2,2,2,846,2019-01-03,AGARIND,EQ,188.7,193.95,193.95,182.0,192.8,186.65,186.51,1058,19732725000.0,90,721,0.6815000000000001
3,3,3,3,3,3,3,3,3,3,847,2019-01-04,AGARIND,EQ,186.65,185.9,190.95,183.6,186.0,186.4,188.91,2371,44789640000.0,97,1387,0.585
4,4,4,4,4,4,4,4,4,4,848,2019-01-07,AGARIND,EQ,186.4,188.5,191.85,181.75,181.75,181.95,186.59,2981,55621630000.000015,104,2469,0.8281999999999999
5,5,5,5,5,5,5,5,5,5,849,2019-01-08,AGARIND,EQ,181.95,182.0,186.95,180.05,186.95,185.1,183.92,2454,45133245000.0,69,1880,0.7661
6,6,6,6,6,6,6,6,6,6,850,2019-01-09,AGARIND,EQ,185.1,185.95,192.0,179.55,181.05,182.0,184.63,5319,98205245000.0,171,3775,0.7097
7,7,7,7,7,7,7,7,7,7,851,2019-01-10,AGARIND,EQ,182.0,184.9,188.95,182.0,182.0,183.75,185.48,401,7437875000.0,23,293,0.7306999999999999
8,8,8,8,8,8,8,8,8,8,852,2019-01-11,AGARIND,EQ,183.75,181.45,182.85,177.1,178.15,180.0,179.12,2974,53271280000.000015,161,2137,0.7186
9,9,9,9,9,9,9,9,9,9,853,2019-01-14,AGARIND,EQ,180.0,180.3,180.5,173.45,174.25,174.3,176.59,320,5650990000.0,48,140,0.4375
10,10,10,10,10,10,10,10,10,10,854,2019-01-15,AGARIND,EQ,174.3,184.7,184.7,173.4,178.5,177.85,176.52,738,13026855000.0,67,312,0.4228
