Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-01-01,BANARBEADS,EQ,46.55,50.9,53.0,47.05,47.25,48.5,48.98,6224,30487800000.0,56.0,1706.0,0.2741
2019-01-02,BANARBEADS,EQ,48.5,47.2,47.8,46.55,46.55,47.0,47.3,593,2804705000.0,17.0,311.0,0.5245000000000001
2019-01-03,BANARBEADS,EQ,47.0,46.25,47.25,45.65,47.25,47.25,46.88,1540,7219985000.000002,25.0,1026.0,0.6662
2019-01-04,BANARBEADS,EQ,47.25,46.15,49.35,46.15,47.6,47.6,47.73,393,1875620000.0,6.0,389.0,0.9898
2019-01-07,BANARBEADS,EQ,47.6,47.5,47.8,47.5,47.8,47.8,47.61,127,604640000.0,5.0,127.0,1.0
2019-01-08,BANARBEADS,EQ,47.8,50.25,50.25,46.6,47.0,47.0,47.91,88,421570000.0,8.0,47.0,0.5341
2019-01-09,BANARBEADS,EQ,47.0,47.1,47.6,47.1,47.55,47.55,47.3,271,1281770000.0,9.0,171.0,0.631
2019-01-10,BANARBEADS,EQ,47.55,47.6,49.5,47.6,48.85,48.85,48.92,183,895320000.0000002,8.0,107.0,0.5847
2019-01-11,BANARBEADS,EQ,48.85,48.0,49.6,47.55,47.65,47.65,48.28,321,1549780000.0,8.0,144.0,0.4486
2019-01-14,BANARBEADS,EQ,47.65,50.3,50.3,49.0,49.0,49.0,49.62,22,109160000.0,4.0,11.0,0.5
2019-01-15,BANARBEADS,EQ,49.0,49.55,49.55,49.55,49.55,49.55,49.55,200,991000000.0,2.0,200.0,1.0
2019-01-16,BANARBEADS,EQ,49.55,48.5,49.7,48.15,48.4,48.4,48.57,1103,5356955000.0,23.0,605.0,0.5485
2019-01-18,BANARBEADS,EQ,48.4,48.4,48.4,47.0,47.0,47.2,48.38,544,2631600000.0,13.0,541.0,0.9945
2019-01-21,BANARBEADS,EQ,47.2,47.0,49.5,46.3,46.3,46.55,47.6,2675,12732330000.0,16.0,463.0,0.1731
2019-01-22,BANARBEADS,EQ,46.55,49.3,49.3,45.65,45.85,45.95,46.73,505,2359945000.0,36.0,321.0,0.6356
2019-01-23,BANARBEADS,EQ,45.95,45.95,46.7,45.45,45.6,45.6,45.56,462,2104825000.0,15.0,425.0,0.9199
2019-01-24,BANARBEADS,EQ,45.6,45.5,45.55,45.0,45.1,45.1,45.15,1145,5169350000.0,10.0,1125.0,0.9825
2019-01-25,BANARBEADS,EQ,45.1,45.1,46.0,44.0,44.05,44.05,44.7,536,2395655000.0,32.0,405.0,0.7556
2019-01-28,BANARBEADS,EQ,44.05,44.1,44.8,43.0,44.5,44.45,44.03,646,2844190000.0,15.0,600.0,0.9288
2019-01-29,BANARBEADS,EQ,44.45,43.25,44.0,43.2,43.2,43.2,43.26,315,1362650000.0,10.0,285.0,0.9048
2019-01-30,BANARBEADS,EQ,43.2,44.05,46.0,44.0,45.0,45.0,45.36,813,3687685000.0,9.0,590.0,0.7256999999999999
2019-01-31,BANARBEADS,EQ,45.0,45.25,45.5,44.2,45.45,45.45,45.08,1940,8745150000.0,160.0,100.0,0.0515
2019-02-01,BANARBEADS,EQ,45.45,49.9,49.9,44.2,46.0,45.7,46.01,3253,14966604999.999996,298.0,1065.0,0.3274
2019-02-04,BANARBEADS,EQ,45.7,45.85,47.9,42.55,44.2,44.65,44.15,2401,10599770000.0,60.0,1354.0,0.5639000000000001
2019-02-05,BANARBEADS,EQ,44.65,44.7,47.25,44.6,45.25,45.25,45.33,1240,5621340000.0,150.0,424.0,0.3419
2019-02-06,BANARBEADS,EQ,45.25,44.3,47.25,44.1,44.1,44.1,45.41,97,440485000.00000006,25.0,5.0,0.0515
2019-02-07,BANARBEADS,EQ,44.1,43.25,46.2,41.05,42.0,41.65,43.68,305,1332370000.0,44.0,192.0,0.6295000000000001
2019-02-08,BANARBEADS,EQ,41.65,44.25,44.5,41.65,44.2,44.2,43.0,1257,5405200000.0,95.0,12.0,0.0095
2019-02-11,BANARBEADS,EQ,44.2,43.0,43.95,42.05,43.0,43.0,43.43,1331,5779905000.0,139.0,76.0,0.0571
