,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,2561,2019-01-01,ARIES,EQ,101.0,100.7,102.4,100.1,101.0,101.5,101.46,38791,393566630000.0,533.0,24057,0.6202000000000001
1,1,1,1,1,1,1,1,1,1,2562,2019-01-02,ARIES,EQ,101.5,101.3,102.05,99.4,99.9,99.9,100.74,18652,187907460000.0,387.0,12170,0.6525
2,2,2,2,2,2,2,2,2,2,2563,2019-01-03,ARIES,EQ,99.9,99.2,101.45,99.2,100.75,100.3,100.47,10947,109983645000.0,258.0,6916,0.6318
3,3,3,3,3,3,3,3,3,3,2564,2019-01-04,ARIES,EQ,100.3,99.3,101.5,99.1,101.4,101.25,100.96,37734,380952605000.0,470.0,29349,0.7778
4,4,4,4,4,4,4,4,4,4,2565,2019-01-07,ARIES,EQ,101.25,105.0,111.8,102.6,103.5,103.65,107.86,437973,4723958245000.0,6355.0,133510,0.3048
5,5,5,5,5,5,5,5,5,5,2566,2019-01-08,ARIES,EQ,103.65,104.25,104.7,102.2,103.05,103.2,103.35,51841,535776155000.0,943.0,29792,0.5747
6,6,6,6,6,6,6,6,6,6,2567,2019-01-09,ARIES,EQ,103.2,103.95,104.0,100.5,100.7,101.1,102.46,47963,491404970000.0,723.0,36468,0.7603
7,7,7,7,7,7,7,7,7,7,2568,2019-01-10,ARIES,EQ,101.1,101.55,102.95,99.65,100.0,100.15,101.12,38412,388417270000.0,582.0,27608,0.7187
8,8,8,8,8,8,8,8,8,8,2569,2019-01-11,ARIES,EQ,100.15,101.4,102.6,100.0,100.5,100.55,101.15,34573,349705755000.0,653.0,19252,0.5569
9,9,9,9,9,9,9,9,9,9,2570,2019-01-14,ARIES,EQ,100.55,101.55,101.55,99.8,100.5,100.45,100.41,13637,136923610000.00005,359.0,8106,0.5944
10,10,10,10,10,10,10,10,10,10,2571,2019-01-15,ARIES,EQ,100.45,101.55,104.4,100.5,101.5,101.4,102.19,128809,1316273830000.0,1347.0,64866,0.5036
11,11,11,11,11,11,11,11,11,11,2572,2019-01-16,ARIES,EQ,101.4,101.55,101.9,100.25,100.5,100.8,101.47,20353,206521900000.0,331.0,14247,0.7000000000000001
12,12,12,12,12,12,12,12,12,12,2573,2019-01-17,ARIES,EQ,100.8,100.6,101.7,99.35,99.35,99.55,100.11,11670,116824950000.0,232.0,8993,0.7706000000000001
13,13,13,13,13,13,13,13,13,13,2574,2019-01-18,ARIES,EQ,99.55,99.85,100.5,97.45,98.05,98.15,98.46,33453,329373795000.0,382.0,19746,0.5903
14,14,14,14,14,14,14,14,14,14,2575,2019-01-21,ARIES,EQ,98.15,98.5,98.9,93.55,93.55,94.75,95.88,49658,476117925000.0,747.0,35081,0.7065
15,15,15,15,15,15,15,15,15,15,2576,2019-01-22,ARIES,EQ,94.75,94.8,95.6,90.4,91.0,90.8,91.91,58645,539027325000.0,825.0,41645,0.7101000000000001
16,16,16,16,16,16,16,16,16,16,2577,2019-01-23,ARIES,EQ,90.8,91.85,92.7,90.3,91.75,91.95,91.73,18698,171525325000.0,346.0,14765,0.7897
17,17,17,17,17,17,17,17,17,17,2578,2019-01-24,ARIES,EQ,91.95,92.0,94.05,92.0,92.05,92.45,93.25,18015,167994155000.0,351.0,11299,0.6272
18,18,18,18,18,18,18,18,18,18,2579,2019-01-25,ARIES,EQ,92.45,92.65,93.3,89.0,89.7,89.65,90.92,26388,239909095000.0001,396.0,17139,0.6495000000000001
19,19,19,19,19,19,19,19,19,19,2580,2019-01-28,ARIES,EQ,89.65,90.35,91.1,88.05,88.95,89.15,89.45,33232,297264995000.0,458.0,19110,0.5750000000000001
20,20,20,20,20,20,20,20,20,20,2581,2019-01-29,ARIES,EQ,89.15,89.1,92.25,88.05,88.6,88.25,89.47,20703,185224125000.0,632.0,10368,0.5008
21,21,21,21,21,21,21,21,21,21,2582,2019-01-30,ARIES,EQ,88.25,88.45,89.95,88.35,88.95,88.7,89.2,11821,105444114999.99997,267.0,8611,0.7284
22,22,22,22,22,22,22,22,22,22,2583,2019-01-31,ARIES,EQ,88.7,93.7,93.7,88.8,92.8,92.15,91.31,28168,257213420000.0001,506.0,17757,0.6304
23,23,23,23,23,23,23,23,23,23,2584,2019-02-01,ARIES,EQ,92.15,92.9,95.8,90.5,91.6,91.2,93.79,59881,561638575000.0,1240.0,21716,0.3627
24,24,24,24,24,24,24,24,24,24,2585,2019-02-04,ARIES,EQ,91.2,92.05,92.05,89.05,89.3,89.55,89.72,19642,176224495000.0,410.0,13177,0.6709
25,25,25,25,25,25,25,25,25,25,2586,2019-02-05,ARIES,EQ,89.55,89.0,90.5,88.2,89.5,89.35,89.66,18990,170265965000.0,356.0,13578,0.715
26,26,26,26,26,26,26,26,26,26,2587,2019-02-06,ARIES,EQ,89.35,88.15,90.0,86.55,88.1,88.25,88.02,20761,182732875000.0,414.0,12410,0.5978
27,27,27,27,27,27,27,27,27,27,2588,2019-02-07,ARIES,EQ,88.25,88.05,90.0,87.15,88.85,89.35,89.22,12734,113614855000.0,318.0,7055,0.5539999999999999
